Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Online,Commercial operation,Shutdown,Offline,Latitude,Longitude,Link1,Link2,Link3,Power from Nuclear
Shut Down,Armenia,AM-18,ARMENIAN-1, PWR,12/1/1976,"December, 1976",10/1/1977,2/1/1989,"February, 1989",40.180844,44.148908,https://en.wikipedia.org/wiki/Armenian_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/ARMENIA.aspx,,0.34
Operational,Belgium,BE-3,TIHANGE-1,PWR,3/1/1975,"March, 1975",10/1/1975,,None (Currently operational),50.5346278,5.2725333,https://en.wikipedia.org/wiki/Tihange_Nuclear_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/BELGIUM.aspx,,0.49
Operational,Belgium,BE-6,TIHANGE-2,PWR,10/1/1982,"October, 1982",6/1/1983,,None (Currently operational),50.5346278,5.2725333,https://en.wikipedia.org/wiki/Tihange_Nuclear_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/BELGIUM.aspx,,0.49
Operational,Belgium,BE-8,TIHANGE-3,PWR,6/1/1985,"June, 1985",9/1/1985,,None (Currently operational),50.5346278,5.2725333,https://en.wikipedia.org/wiki/Tihange_Nuclear_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/BELGIUM.aspx,,0.49
Operational,Canada,CA-4,PICKERING-1,PHWR,4/1/1971,"April, 1971",7/1/1971,,None (Currently operational),43.81167,-79.06583,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-7,PICKERING-4,PHWR,5/1/1973,"May, 1973",6/1/1973,,None (Currently operational),43.81167,-79.06583,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-13,PICKERING-5,PHWR,12/1/1982,"December, 1982",5/1/1983,,None (Currently operational),43.81167,-79.06583,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-14,PICKERING-6,PHWR,11/1/1983,"November, 1983",2/1/1984,,None (Currently operational),43.81167,-79.06583,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-15,PICKERING-7,PHWR,11/1/1984,"November, 1984",1/1/1985,,None (Currently operational),43.81167,-79.06583,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-16,PICKERING-8,PHWR,1/1/1986,"January, 1986",2/1/1986,,None (Currently operational),43.81167,-79.06583,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-8,BRUCE-1,PHWR,1/1/1977,"January, 1977",9/1/1977,,None (Currently operational),44.32528,-81.59944,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-9,BRUCE-2,PHWR,9/1/1976,"September, 1976",9/1/1977,,None (Currently operational),44.32528,-81.59944,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-10,BRUCE-3,PHWR,12/1/1977,"December, 1977",2/1/1978,,None (Currently operational),44.32528,-81.59944,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-11,BRUCE-4,PHWR,12/1/1978,"December, 1978",1/1/1979,,None (Currently operational),44.32528,-81.59944,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-18,BRUCE-5,PHWR,12/1/1984,"December, 1984",3/1/1985,,None (Currently operational),44.32528,-81.59944,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-19,BRUCE-6,PHWR,6/1/1984,"June, 1984",9/1/1984,,None (Currently operational),44.32528,-81.59944,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-20,BRUCE-7,PHWR,2/1/1986,"February, 1986",4/1/1986,,None (Currently operational),44.32528,-81.59944,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-21,BRUCE-8,PHWR,3/1/1987,"March, 1987",5/1/1987,,None (Currently operational),44.32528,-81.59944,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,Canada,CA-17,POINT LEPREAU,PHWR,9/1/1982,"September, 1982",2/1/1983,,None (Currently operational),45.06889,-66.45472,https://en.wikipedia.org/wiki/Point_Lepreau_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Shut Down,Canada,CA-3,GENTILLY-1, HWLWR,4/1/1971,"April, 1971",5/1/1972,6/1/1977,"June, 1977",46.39583,-72.35694,https://en.wikipedia.org/wiki/Gentilly_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Shut Down,Canada,CA-12,GENTILLY-2, PHWR,12/1/1982,"December, 1982",10/1/1983,12/1/2012,"December, 2012",46.39583,-72.35694,https://en.wikipedia.org/wiki/Gentilly_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Shut Down,Canada,CA-5,PICKERING-2, PHWR,10/1/1971,"October, 1971",12/1/1971,5/1/2007,"May, 2007",43.81167,-79.06583,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Shut Down,Canada,CA-6,PICKERING-3, PHWR,5/1/1972,"May, 1972",6/1/1972,10/1/2008,"October, 2008",43.81167,-79.06583,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Shut Down,Canada,CA-2,DOUGLAS POINT, PHWR,1/1/1967,"January, 1967",9/1/1968,5/1/1984,"May, 1984",44.32667,-81.6,https://en.wikipedia.org/wiki/Douglas_Point_Nuclear_Generating_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Shut Down,Canada,CA-1,ROLPHTON NPD, PHWR,6/1/1962,"June, 1962",10/1/1962,8/1/1987,"August, 1987",46.18667,-77.65778,https://en.wikipedia.org/wiki/Nuclear_Power_Demonstration,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/canada-nuclear-power.aspx,,0.15
Operational,China,CN-36,CHANGJIANG-1,PWR,11/1/2015,"November, 2015",12/1/2015,,None (Currently operational),19.46075,108.8999167,https://en.wikipedia.org/wiki/Changjiang_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-37,CHANGJIANG-2,PWR,6/1/2016,"June, 2016",8/1/2016,,None (Currently operational),19.46075,108.8999167,https://en.wikipedia.org/wiki/Changjiang_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-38,FANGCHENGGANG-1,PWR,10/1/2015,"October, 2015",1/1/2016,,None (Currently operational),21.67083,108.55833,https://en.wikipedia.org/wiki/Fangchenggang_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-39,FANGCHENGGANG-2,PWR,7/1/2016,"July, 2016",10/1/2016,,None (Currently operational),21.67083,108.55833,https://en.wikipedia.org/wiki/Fangchenggang_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-22,YANGJIANG-1,PWR,12/1/2013,"December, 2013",3/1/2014,,None (Currently operational),21.70833,112.26111,https://en.wikipedia.org/wiki/Yangjiang_Nuclear_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-23,YANGJIANG-2,PWR,3/1/2015,"March, 2015",6/1/2015,,None (Currently operational),21.70833,112.26111,https://en.wikipedia.org/wiki/Yangjiang_Nuclear_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-40,YANGJIANG-3,PWR,10/1/2015,"October, 2015",1/1/2016,,None (Currently operational),21.70833,112.26111,https://en.wikipedia.org/wiki/Yangjiang_Nuclear_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-41,YANGJIANG-4,PWR,1/1/2017,"January, 2017",3/1/2017,,None (Currently operational),21.70833,112.26111,https://en.wikipedia.org/wiki/Yangjiang_Nuclear_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-47,YANGJIANG-5,PWR,5/1/2018,"May, 2018",7/1/2018,,None (Currently operational),21.70833,112.26111,https://en.wikipedia.org/wiki/Yangjiang_Nuclear_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-48,YANGJIANG-6,PWR,6/1/2019,"June, 2019",7/1/2019,,None (Currently operational),21.70833,112.26111,https://en.wikipedia.org/wiki/Yangjiang_Nuclear_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-2,DAYA BAY-1,PWR,8/1/1993,"August, 1993",2/1/1994,,None (Currently operational),22.59722,114.54444,https://en.wikipedia.org/wiki/Daya_Bay_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-3,DAYA BAY-2,PWR,2/1/1994,"February, 1994",5/1/1994,,None (Currently operational),22.59722,114.54444,https://en.wikipedia.org/wiki/Daya_Bay_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-6,LING AO-1,PWR,2/1/2002,"February, 2002",5/1/2002,,None (Currently operational),22.6047889,114.5514889,https://en.wikipedia.org/wiki/Ling_Ao_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-7,LING AO-2,PWR,9/1/2002,"September, 2002",1/1/2003,,None (Currently operational),22.6047889,114.5514889,https://en.wikipedia.org/wiki/Ling_Ao_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-12,LING AO-3,PWR,7/1/2010,"July, 2010",9/1/2010,,None (Currently operational),22.6047889,114.5514889,https://en.wikipedia.org/wiki/Ling_Ao_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-13,LING AO-4,PWR,5/1/2011,"May, 2011",8/1/2011,,None (Currently operational),22.6047889,114.5514889,https://en.wikipedia.org/wiki/Ling_Ao_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-20,FUQING-1,PWR,8/1/2014,"August, 2014",11/1/2014,,None (Currently operational),25.44583,119.44722,https://en.wikipedia.org/wiki/Fuqing_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-21,FUQING-2,PWR,8/1/2015,"August, 2015",10/1/2015,,None (Currently operational),25.44583,119.44722,https://en.wikipedia.org/wiki/Fuqing_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-42,FUQING-3,PWR,9/1/2016,"September, 2016",10/1/2016,,None (Currently operational),25.44583,119.44722,https://en.wikipedia.org/wiki/Fuqing_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-43,FUQING-4,PWR,7/1/2017,"July, 2017",9/1/2017,,None (Currently operational),25.44583,119.44722,https://en.wikipedia.org/wiki/Fuqing_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-1,QINSHAN-1,PWR,12/1/1991,"December, 1991",4/1/1994,,None (Currently operational),30.43306,120.95,https://en.wikipedia.org/wiki/Qinshan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-4,QINSHAN 2-1,PWR,2/1/2002,"February, 2002",4/1/2002,,None (Currently operational),30.43306,120.95,https://en.wikipedia.org/wiki/Qinshan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-5,QINSHAN 2-2,PWR,3/1/2004,"March, 2004",5/1/2004,,None (Currently operational),30.43306,120.95,https://en.wikipedia.org/wiki/Qinshan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-14,QINSHAN 2-3,PWR,8/1/2010,"August, 2010",10/1/2010,,None (Currently operational),30.43306,120.95,https://en.wikipedia.org/wiki/Qinshan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-15,QINSHAN 2-4,PWR,11/1/2011,"November, 2011",12/1/2011,,None (Currently operational),30.43306,120.95,https://en.wikipedia.org/wiki/Qinshan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-8,QINSHAN 3-1,PHWR,11/1/2002,"November, 2002",12/1/2002,,None (Currently operational),30.43306,120.95,https://en.wikipedia.org/wiki/Qinshan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-9,QINSHAN 3-2,PHWR,6/1/2003,"June, 2003",7/1/2003,,None (Currently operational),30.43306,120.95,https://en.wikipedia.org/wiki/Qinshan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-24,FANGJIASHAN-1,PWR,11/1/2014,"November, 2014",12/1/2014,,None (Currently operational),30.441342,120.941758,https://en.wikipedia.org/wiki/Fangjiashan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-25,FANGJIASHAN-2,PWR,1/1/2015,"January, 2015",2/1/2015,,None (Currently operational),30.441342,120.941758,https://en.wikipedia.org/wiki/Fangjiashan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-10,TIANWAN-1,PWR,5/1/2006,"May, 2006",5/1/2007,,None (Currently operational),34.68694,119.45972,https://en.wikipedia.org/wiki/Tianwan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-11,TIANWAN-2,PWR,5/1/2007,"May, 2007",8/1/2007,,None (Currently operational),34.68694,119.45972,https://en.wikipedia.org/wiki/Tianwan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-45,TIANWAN-3,PWR,12/1/2017,"December, 2017",2/1/2018,,None (Currently operational),34.68694,119.45972,https://en.wikipedia.org/wiki/Tianwan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-46,TIANWAN-4,PWR,10/1/2018,"October, 2018",12/1/2018,,None (Currently operational),34.68694,119.45972,https://en.wikipedia.org/wiki/Tianwan_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-84,CEFR,FBR,7/1/2011,"July, 2011",,,None (Currently operational),39.74083,116.03028,https://en.wikipedia.org/wiki/China_Experimental_Fast_Reactor,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-16,HONGYANHE-1,PWR,2/1/2013,"February, 2013",6/1/2013,,None (Currently operational),39.79583,121.48056,https://en.wikipedia.org/wiki/Hongyanhe_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-17,HONGYANHE-2,PWR,11/1/2013,"November, 2013",5/1/2014,,None (Currently operational),39.79583,121.48056,https://en.wikipedia.org/wiki/Hongyanhe_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-26,HONGYANHE-3,PWR,3/1/2015,"March, 2015",8/1/2015,,None (Currently operational),39.79583,121.48056,https://en.wikipedia.org/wiki/Hongyanhe_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,China,CN-27,HONGYANHE-4,PWR,4/1/2016,"April, 2016",6/1/2016,,None (Currently operational),39.79583,121.48056,https://en.wikipedia.org/wiki/Hongyanhe_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,,0.03
Operational,France,FR-72,CIVAUX-1,PWR,12/1/1997,"December, 1997",1/1/2002,,None (Currently operational),46.45667,0.65278,https://en.wikipedia.org/wiki/Civaux_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-73,CIVAUX-2,PWR,12/1/1999,"December, 1999",4/1/2002,,None (Currently operational),46.45667,0.65278,https://en.wikipedia.org/wiki/Civaux_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-40,CHINON B-1,PWR,11/1/1982,"November, 1982",2/1/1984,,None (Currently operational),47.2325,0.1703,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-41,CHINON B-2,PWR,11/1/1983,"November, 1983",8/1/1984,,None (Currently operational),47.2325,0.1703,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-56,CHINON B-3,PWR,10/1/1986,"October, 1986",3/1/1987,,None (Currently operational),47.2325,0.1703,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-57,CHINON B-4,PWR,11/1/1987,"November, 1987",4/1/1988,,None (Currently operational),47.2325,0.1703,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-22,DAMPIERRE-1,PWR,3/1/1980,"March, 1980",9/1/1980,,None (Currently operational),47.73306,2.51667,https://en.wikipedia.org/wiki/Dampierre_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-29,DAMPIERRE-2,PWR,12/1/1980,"December, 1980",2/1/1981,,None (Currently operational),47.73306,2.51667,https://en.wikipedia.org/wiki/Dampierre_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-30,DAMPIERRE-3,PWR,1/1/1981,"January, 1981",5/1/1981,,None (Currently operational),47.73306,2.51667,https://en.wikipedia.org/wiki/Dampierre_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-31,DAMPIERRE-4,PWR,8/1/1981,"August, 1981",11/1/1981,,None (Currently operational),47.73306,2.51667,https://en.wikipedia.org/wiki/Dampierre_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-11,FESSENHEIM-1,PWR,4/1/1977,"April, 1977",1/1/1978,,None (Currently operational),47.90306,7.56306,https://en.wikipedia.org/wiki/Fessenheim_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-12,FESSENHEIM-2,PWR,10/1/1977,"October, 1977",4/1/1978,,None (Currently operational),47.90306,7.56306,https://en.wikipedia.org/wiki/Fessenheim_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-58,NOGENT-1,PWR,10/1/1987,"October, 1987",2/1/1988,,None (Currently operational),48.51528,3.51778,https://en.wikipedia.org/wiki/Nogent_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-59,NOGENT-2,PWR,12/1/1988,"December, 1988",5/1/1989,,None (Currently operational),48.51528,3.51778,https://en.wikipedia.org/wiki/Nogent_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-50,CATTENOM-1,PWR,11/1/1986,"November, 1986",4/1/1987,,None (Currently operational),49.41583,6.21806,https://en.wikipedia.org/wiki/Cattenom_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-53,CATTENOM-2,PWR,9/1/1987,"September, 1987",2/1/1988,,None (Currently operational),49.41583,6.21806,https://en.wikipedia.org/wiki/Cattenom_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-60,CATTENOM-3,PWR,7/1/1990,"July, 1990",2/1/1991,,None (Currently operational),49.41583,6.21806,https://en.wikipedia.org/wiki/Cattenom_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-65,CATTENOM-4,PWR,5/1/1991,"May, 1991",1/1/1992,,None (Currently operational),49.41583,6.21806,https://en.wikipedia.org/wiki/Cattenom_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-46,FLAMANVILLE-1,PWR,12/1/1985,"December, 1985",12/1/1986,,None (Currently operational),49.53639,-1.88167,https://en.wikipedia.org/wiki/Flamanville_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-47,FLAMANVILLE-2,PWR,7/1/1986,"July, 1986",3/1/1987,,None (Currently operational),49.53639,-1.88167,https://en.wikipedia.org/wiki/Flamanville_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-36,PALUEL-1,PWR,6/1/1984,"June, 1984",12/1/1985,,None (Currently operational),49.85806,0.63556,https://en.wikipedia.org/wiki/Paluel_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-37,PALUEL-2,PWR,9/1/1984,"September, 1984",12/1/1985,,None (Currently operational),49.85806,0.63556,https://en.wikipedia.org/wiki/Paluel_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-38,PALUEL-3,PWR,9/1/1985,"September, 1985",2/1/1986,,None (Currently operational),49.85806,0.63556,https://en.wikipedia.org/wiki/Paluel_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-39,PALUEL-4,PWR,4/1/1986,"April, 1986",6/1/1986,,None (Currently operational),49.85806,0.63556,https://en.wikipedia.org/wiki/Paluel_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-63,PENLY-1,PWR,5/1/1990,"May, 1990",12/1/1990,,None (Currently operational),49.97667,1.21194,https://en.wikipedia.org/wiki/Penly_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,France,FR-64,PENLY-2,PWR,2/1/1992,"February, 1992",11/1/1992,,None (Currently operational),49.97667,1.21194,https://en.wikipedia.org/wiki/Penly_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Shut Down,France,FR-5,CHOOZ-A (ARDENNES), PWR,4/1/1967,"April, 1967",4/1/1967,10/1/1991,"October, 1991",50.09,4.78944,https://en.wikipedia.org/wiki/Chooz_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Shut Down,France,FR-1,G-3 (MARCOULE), GCR,4/1/1960,"April, 1960",4/1/1960,6/1/1984,"June, 1984",44.14333,4.70944,#N/A,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Shut Down,France,FR-24,SUPER-PHENIX, FBR,1/1/1986,"January, 1986",12/1/1986,12/1/1998,"December, 1998",45.758333,5.472222,https://en.wikipedia.org/wiki/Superph%25C3%25A9nix,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/FRANCE.aspx,,0.71
Operational,Germany,DE-28,GUNDREMMINGEN-C,BWR,11/1/1984,"November, 1984",1/1/1985,,None (Currently operational),48.51472,10.40222,https://en.wikipedia.org/wiki/Gundremmingen_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Operational,Germany,DE-44,NECKARWESTHEIM-2,PWR,1/1/1989,"January, 1989",4/1/1989,,None (Currently operational),49.04167,9.175,https://en.wikipedia.org/wiki/Neckarwestheim_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
