Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Commercial operation,Shutdown,Latitude,Longitude,Link1,Link2,Link3
Shut Down,FRANCE,FR-9,BUGEY-1, GCR,4/1/1972,7/1/1972,5/1/1994,45.79833,5.27083,https://en.wikipedia.org/wiki/Bugey_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BUGEY-1,
Shut Down,UK,GB-2A,CHAPELCROSS-1, GCR,2/1/1959,3/1/1959,6/1/2004,55.0157,-3.2261,https://en.wikipedia.org/wiki/Chapelcross_nuclear_power_station,,
Shut Down,UK,GB-2B,CHAPELCROSS-2, GCR,7/1/1959,8/1/1959,6/1/2004,55.0157,-3.2261,https://en.wikipedia.org/wiki/Chapelcross_nuclear_power_station,,
Shut Down,UK,GB-2C,CHAPELCROSS-3, GCR,11/1/1959,12/1/1959,6/1/2004,55.0157,-3.2261,https://en.wikipedia.org/wiki/Chapelcross_nuclear_power_station,,
Shut Down,UK,GB-2D,CHAPELCROSS-4, GCR,1/1/1960,3/1/1960,6/1/2004,55.0157,-3.2261,https://en.wikipedia.org/wiki/Chapelcross_nuclear_power_station,,
Shut Down,UKRAINE,UA-25,CHERNOBYL-1, LWGR,9/1/1977,5/1/1978,11/1/1996,51.38917,30.09944,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHERNOBYL-1,
Shut Down,UKRAINE,UA-26,CHERNOBYL-2, LWGR,12/1/1978,5/1/1979,10/1/1991,51.38917,30.09944,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHERNOBYL-1,
Shut Down,UKRAINE,UA-42,CHERNOBYL-3, LWGR,12/1/1981,6/1/1982,12/1/2000,51.38917,30.09944,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHERNOBYL-1,
Shut Down,UKRAINE,UA-43,CHERNOBYL-4, LWGR,12/1/1983,3/1/1984,4/1/1986,51.38917,30.09944,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant,https://www.theparisreview.org/letters-essays/5447/voices-from-chernobyl-svetlana-alexievich,
Shut Down,FRANCE,FR-2,CHINON A-1, GCR,6/1/1963,2/1/1964,4/1/1973,47.2325,0.1703,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHINON%2520A-1,
Shut Down,FRANCE,FR-3,CHINON A-2, GCR,2/1/1965,2/1/1965,6/1/1985,47.2325,0.1703,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHINON%2520A-1,
Shut Down,FRANCE,FR-4,CHINON A-3, GCR,8/1/1966,8/1/1966,6/1/1990,47.2325,0.1703,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHINON%2520A-1,
Shut Down,USA,US-302,CRYSTAL RIVER-3, PWR,1/1/1977,3/1/1977,2/1/2013,28.9575,-82.69833,https://en.wikipedia.org/wiki/Crystal_River_Nuclear_Plant,,
Shut Down,USA,US-10,DRESDEN-1, BWR,4/1/1960,7/1/1960,10/1/1978,41.38972,-88.26806,https://en.wikipedia.org/wiki/Dresden_Generating_Station,,
Shut Down,UK,GB-9A,DUNGENESS A-1, GCR,9/1/1965,10/1/1965,12/1/2006,50.913889,0.963889,https://en.wikipedia.org/wiki/Dungeness_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,
Shut Down,UK,GB-9B,DUNGENESS A-2, GCR,11/1/1965,12/1/1965,12/1/2006,50.913889,0.963889,https://en.wikipedia.org/wiki/Dungeness_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,
Shut Down,USA,US-16,FERMI-1, FBR,8/1/1966,8/1/1966,11/1/1972,41.96278,-83.2575,https://en.wikipedia.org/wiki/Enrico_Fermi_Nuclear_Generating_Station,https://www.nrc.gov/info-finder/decommissioning/power-reactor/enrico-fermi-atomic-power-plant-unit-1.html,
Shut Down,USA,US-285,FORT CALHOUN-1, PWR,8/1/1973,9/1/1973,10/1/2016,41.52028,-96.07722,https://en.wikipedia.org/wiki/Fort_Calhoun_Nuclear_Generating_Station,,
Shut Down,JAPAN,JP-5,FUKUSHIMA-DAIICHI-1, BWR,11/1/1970,3/1/1971,5/1/2011,37.42306,141.03306,https://en.wikipedia.org/wiki/Fukushima_Daiichi_nuclear_disaster_(Unit_1_Reactor),https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/safety-and-security/safety-of-plants/fukushima-daiichi-accident.aspx
Shut Down,JAPAN,JP-9,FUKUSHIMA-DAIICHI-2, BWR,12/1/1973,7/1/1974,5/1/2011,37.42306,141.03306,https://en.wikipedia.org/wiki/Fukushima_Daiichi_nuclear_disaster_(Unit_1_Reactor),https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/safety-and-security/safety-of-plants/fukushima-daiichi-accident.aspx
Shut Down,JAPAN,JP-10,FUKUSHIMA-DAIICHI-3, BWR,10/1/1974,3/1/1976,5/1/2011,37.42139,141.0325,https://en.wikipedia.org/wiki/Fukushima_Daiichi_nuclear_disaster_(Unit_1_Reactor),https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/safety-and-security/safety-of-plants/fukushima-daiichi-accident.aspx
Shut Down,JAPAN,JP-16,FUKUSHIMA-DAIICHI-4, BWR,2/1/1978,10/1/1978,5/1/2011,37.427338,141.032407,https://en.wikipedia.org/wiki/Fukushima_Daiichi_nuclear_disaster_(Unit_1_Reactor),https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/safety-and-security/safety-of-plants/fukushima-daiichi-accident.aspx
Shut Down,JAPAN,JP-17,FUKUSHIMA-DAIICHI-5, BWR,9/1/1977,4/1/1978,12/1/2013,37.42306,141.03306,https://en.wikipedia.org/wiki/Fukushima_Daiichi_nuclear_disaster_(Unit_1_Reactor),https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/safety-and-security/safety-of-plants/fukushima-daiichi-accident.aspx
Shut Down,JAPAN,JP-18,FUKUSHIMA-DAIICHI-6, BWR,5/1/1979,10/1/1979,12/1/2013,37.42306,141.03306,https://en.wikipedia.org/wiki/Fukushima_Daiichi_nuclear_disaster_(Unit_1_Reactor),https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/safety-and-security/safety-of-plants/fukushima-daiichi-accident.aspx
Shut Down,JAPAN,JP-12,GENKAI-1, PWR,2/1/1975,10/1/1975,4/1/2015,33.51556,129.83722,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant,,
Shut Down,JAPAN,JP-27,GENKAI-2, PWR,6/1/1980,3/1/1981,4/1/2019,33.51556,129.83722,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant,,
Shut Down,CANADA,CA-3,GENTILLY-1, HWLWR,4/1/1971,5/1/1972,6/1/1977,46.39583,-72.35694,https://en.wikipedia.org/wiki/Gentilly_Nuclear_Generating_Station,,
Shut Down,CANADA,CA-12,GENTILLY-2, PHWR,12/1/1982,10/1/1983,12/1/2012,46.39583,-72.35694,https://en.wikipedia.org/wiki/Gentilly_Nuclear_Generating_Station,,
Shut Down,GERMANY,DE-502,GREIFSWALD-1, PWR,12/1/1973,7/1/1974,2/1/1990,54.1405861,13.6644222,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-503,GREIFSWALD-2, PWR,12/1/1974,4/1/1975,2/1/1990,54.1405861,13.6644222,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-504,GREIFSWALD-3, PWR,10/1/1977,5/1/1978,2/1/1990,54.1405861,13.6644222,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-505,GREIFSWALD-4, PWR,9/1/1979,11/1/1979,7/1/1990,54.1405861,13.6644222,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-506,GREIFSWALD-5, PWR,4/1/1989,11/1/1989,11/1/1989,54.1405861,13.6644222,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-3,GUNDREMMINGEN-A, BWR,12/1/1966,4/1/1967,1/1/1977,48.51472,10.40222,https://en.wikipedia.org/wiki/Gundremmingen_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-26,GUNDREMMINGEN-B, BWR,3/1/1984,7/1/1984,12/1/2017,48.51472,10.40222,https://en.wikipedia.org/wiki/Gundremmingen_Nuclear_Power_Plant,,
Shut Down,JAPAN,JP-11,HAMAOKA-1, BWR,8/1/1974,3/1/1976,1/1/2009,34.62361,138.1425,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant,,
Shut Down,JAPAN,JP-24,HAMAOKA-2, BWR,5/1/1978,11/1/1978,1/1/2009,34.62361,138.1425,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant,,
Shut Down,UK,GB-7A,HINKLEY POINT A-1, GCR,2/1/1965,3/1/1965,5/1/2000,51.208739,-3.133743,https://en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,
Shut Down,UK,GB-7B,HINKLEY POINT A-2, GCR,3/1/1965,5/1/1965,5/1/2000,51.208739,-3.133743,https://en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,
Shut Down,UK,GB-6A,HUNTERSTON A-1, GCR,2/1/1964,2/1/1964,3/1/1990,55.72222,-4.89,https://en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,
Shut Down,UK,GB-6B,HUNTERSTON A-2, GCR,6/1/1964,7/1/1964,12/1/1989,55.72222,-4.89,https://en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,
Shut Down,LITHUANIA,LT-46,IGNALINA-1, LWGR,12/1/1983,5/1/1985,12/1/2004,55.60444,26.56,https://en.wikipedia.org/wiki/Ignalina_Nuclear_Power_Plant,,
Shut Down,LITHUANIA,LT-47,IGNALINA-2, LWGR,8/1/1987,12/1/1987,12/1/2009,55.60444,26.56,https://en.wikipedia.org/wiki/Ignalina_Nuclear_Power_Plant,,
Shut Down,JAPAN,JP-23,IKATA-1, PWR,2/1/1977,9/1/1977,5/1/2016,33.49083,132.31139,https://en.wikipedia.org/wiki/Ikata_Nuclear_Power_Plant,,
Shut Down,JAPAN,JP-32,IKATA-2, PWR,8/1/1981,3/1/1982,5/1/2018,33.49083,132.31139,https://en.wikipedia.org/wiki/Ikata_Nuclear_Power_Plant,,
Shut Down,USA,US-013,INDIAN POINT-1, PWR,9/1/1962,10/1/1962,10/1/1974,41.26972,-73.95222,https://en.wikipedia.org/wiki/Indian_Point_Energy_Center,https://www.nrc.gov/info-finder/decommissioning/power-reactor/indian-point-unit-1.html,
Shut Down,GERMANY,DE-16,ISAR-1, BWR,12/1/1977,3/1/1979,8/1/2011,48.6056056,12.29315,https://en.wikipedia.org/wiki/Isar_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/germany.aspx,
Shut Down,SPAIN,ES-1,JOSE CABRERA-1, PWR,7/1/1968,8/1/1969,4/1/2006,40.349167,-2.884444,https://en.wikipedia.org/wiki/Jos%25C3%25A9_Cabrera_Nuclear_Power_Station,,
Shut Down,"KOREA,REP.OF",KR-1,KORI-1, PWR,6/1/1977,4/1/1978,6/1/2017,35.319904,129.290053,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant,https://www.nti.org/learn/facilities/5/,
Shut Down,BULGARIA,BG-1,KOZLODUY-1, PWR,7/1/1974,10/1/1974,12/1/2002,43.74611,23.77056,https://en.wikipedia.org/wiki/Kozloduy_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/bulgaria.aspx,
Shut Down,BULGARIA,BG-2,KOZLODUY-2, PWR,8/1/1975,11/1/1975,12/1/2002,43.74611,23.77056,https://en.wikipedia.org/wiki/Kozloduy_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/bulgaria.aspx,
Shut Down,BULGARIA,BG-3,KOZLODUY-3, PWR,12/1/1980,1/1/1981,12/1/2006,43.74611,23.77056,https://en.wikipedia.org/wiki/Kozloduy_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/bulgaria.aspx,
Shut Down,BULGARIA,BG-4,KOZLODUY-4, PWR,5/1/1982,6/1/1982,12/1/2006,43.74611,23.77056,https://en.wikipedia.org/wiki/Kozloduy_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/bulgaria.aspx,
Shut Down,RUSSIA,RU-15,LENINGRAD-1, LWGR,12/1/1973,11/1/1974,12/1/2018,59.84722,29.04361,https://en.wikipedia.org/wiki/Leningrad_Nuclear_Power_Plant,,
Shut Down,JAPAN,JP-4,MIHAMA-1, PWR,8/1/1970,11/1/1970,4/1/2015,35.703475,135.9635778,https://en.wikipedia.org/wiki/Mihama_Nuclear_Power_Plant,,
Shut Down,JAPAN,JP-6,MIHAMA-2, PWR,4/1/1972,7/1/1972,4/1/2015,35.703475,135.9635778,https://en.wikipedia.org/wiki/Mihama_Nuclear_Power_Plant,,
Shut Down,USA,US-245,MILLSTONE-1, BWR,11/1/1970,3/1/1971,7/1/1998,41.3119,-72.1686,https://en.wikipedia.org/wiki/Millstone_Nuclear_Power_Plant,https://www.nrc.gov/info-finder/decommissioning/power-reactor/millstone-unit-1.html,
Shut Down,GERMANY,DE-15,NECKARWESTHEIM-1, PWR,6/1/1976,12/1/1976,8/1/2011,49.04167,9.175,https://en.wikipedia.org/wiki/Neckarwestheim_Nuclear_Power_Plant,,
Shut Down,RUSSIA,RU-4,NOVOVORONEZH-1, PWR,9/1/1964,12/1/1964,2/1/1988,51.275,39.2,https://en.wikipedia.org/wiki/Novovoronezh_Nuclear_Power_Plant,,
Shut Down,RUSSIA,RU-8,NOVOVORONEZH-2, PWR,12/1/1969,4/1/1970,8/1/1990,51.275,39.2,https://en.wikipedia.org/wiki/Novovoronezh_Nuclear_Power_Plant,,
Shut Down,RUSSIA,RU-9,NOVOVORONEZH-3, PWR,12/1/1971,6/1/1972,12/1/2016,51.275,39.2,https://en.wikipedia.org/wiki/Novovoronezh_Nuclear_Power_Plant,,
Shut Down,BELGIUM,BE-1,BR-3, PWR,10/1/1962,10/1/1962,6/1/1987,51.218524,5.093236,https://en.wikipedia.org/wiki/Nuclear_energy_in_Belgium,https://science.sckcen.be/en/Facilities/BR3,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/belgium.aspx
Shut Down,UK,GB-11A,OLDBURY A-1, GCR,11/1/1967,12/1/1967,2/1/2012,51.648889,-2.570833,https://en.wikipedia.org/wiki/Oldbury_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/OLDBURY%2520A-1,
Shut Down,UK,GB-11B,OLDBURY A-2, GCR,4/1/1968,9/1/1968,6/1/2011,51.648889,-2.570833,https://en.wikipedia.org/wiki/Oldbury_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/OLDBURY%2520A-1,
Shut Down,JAPAN,JP-22,ONAGAWA-1, BWR,11/1/1983,6/1/1984,12/1/2018,38.40111,141.49972,https://en.wikipedia.org/wiki/Onagawa_Nuclear_Power_Plant,,
Shut Down,SWEDEN,SE-2,OSKARSHAMN-1, BWR,8/1/1971,2/1/1972,6/1/2017,57.41556,16.67111,https://en.wikipedia.org/wiki/Oskarshamn_Nuclear_Power_Plant,,
Shut Down,SWEDEN,SE-3,OSKARSHAMN-2, BWR,10/1/1974,1/1/1975,12/1/2016,57.41556,16.67111,https://en.wikipedia.org/wiki/Oskarshamn_Nuclear_Power_Plant,,
Shut Down,USA,US-171,PEACH BOTTOM-1, HTGR,1/1/1967,6/1/1967,11/1/1974,39.75833,-76.26806,https://en.wikipedia.org/wiki/Peach_Bottom_Nuclear_Generating_Station,,
Shut Down,GERMANY,DE-14,PHILIPPSBURG-1, BWR,5/1/1979,3/1/1980,8/1/2011,49.2525,8.43639,https://en.wikipedia.org/wiki/Philippsburg_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-24,PHILIPPSBURG-2, PWR,12/1/1984,4/1/1985,12/1/2019,49.2525,8.43639,https://en.wikipedia.org/wiki/Philippsburg_Nuclear_Power_Plant,,
Shut Down,CANADA,CA-5,PICKERING-2, PHWR,10/1/1971,12/1/1971,5/1/2007,43.81167,-79.06583,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,,
Shut Down,CANADA,CA-6,PICKERING-3, PHWR,5/1/1972,6/1/1972,10/1/2008,43.81167,-79.06583,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,,
Shut Down,USA,US-293,PILGRIM-1, BWR,7/1/1972,12/1/1972,5/1/2019,41.945,-70.5783,https://en.wikipedia.org/wiki/Pilgrim_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/PILGRIM-1,
Shut Down,USA,US-312,RANCHO SECO-1, PWR,10/1/1974,4/1/1975,6/1/1989,38.34528,-121.12167,https://en.wikipedia.org/wiki/Rancho_Seco_Nuclear_Generating_Station,,
Shut Down,SWEDEN,SE-5,RINGHALS-2, PWR,8/1/1974,5/1/1975,12/1/2019,57.25972,12.11083,https://en.wikipedia.org/wiki/Ringhals_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/RINGHALS-2,
Shut Down,FRANCE,FR-7,ST. LAURENT A-1, GCR,3/1/1969,6/1/1969,4/1/1990,47.72,1.5775,https://en.wikipedia.org/wiki/Saint-Laurent_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ST.%2520LAURENT%2520A-1,
Shut Down,FRANCE,FR-8,ST. LAURENT A-2, GCR,8/1/1971,11/1/1971,5/1/1992,47.72,1.5775,https://en.wikipedia.org/wiki/Saint-Laurent_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ST.%2520LAURENT%2520A-1,
Shut Down,USA,US-206,SAN ONOFRE-1, PWR,7/1/1967,1/1/1968,11/1/1992,33.36889,-117.555,https://en.wikipedia.org/wiki/San_Onofre_Nuclear_Generating_Station,,
Shut Down,USA,US-361,SAN ONOFRE-2, PWR,9/1/1982,8/1/1983,6/1/2013,33.36889,-117.555,https://en.wikipedia.org/wiki/San_Onofre_Nuclear_Generating_Station,,
Shut Down,USA,US-362,SAN ONOFRE-3, PWR,9/1/1983,4/1/1984,6/1/2013,33.36889,-117.555,https://en.wikipedia.org/wiki/San_Onofre_Nuclear_Generating_Station,,
Shut Down,UK,GB-1A,CALDER HALL-1, GCR,8/1/1956,10/1/1956,3/1/2003,54.4205,-3.4975,https://en.wikipedia.org/wiki/Sellafield,https://www.world-nuclear.org/reactor/default.aspx/CALDER%2520HALL-1,
Shut Down,UK,GB-1B,CALDER HALL-2, GCR,2/1/1957,2/1/1957,3/1/2003,54.4205,-3.4975,https://en.wikipedia.org/wiki/Sellafield,https://www.world-nuclear.org/reactor/default.aspx/CALDER%2520HALL-1,
Shut Down,UK,GB-1C,CALDER HALL-3, GCR,3/1/1958,5/1/1958,3/1/2003,54.4205,-3.4975,https://en.wikipedia.org/wiki/Sellafield,https://www.world-nuclear.org/reactor/default.aspx/CALDER%2520HALL-1,
Shut Down,UK,GB-1D,CALDER HALL-4, GCR,4/1/1959,4/1/1959,3/1/2003,54.4205,-3.4975,https://en.wikipedia.org/wiki/Sellafield,https://www.world-nuclear.org/reactor/default.aspx/CALDER%2520HALL-1,
Shut Down,JAPAN,JP-7,SHIMANE-1, BWR,12/1/1973,3/1/1974,4/1/2015,35.53833,132.99917,https://en.wikipedia.org/wiki/Shimane_Nuclear_Power_Plant,,
Shut Down,UK,GB-10A,SIZEWELL A-1, GCR,1/1/1966,3/1/1966,12/1/2006,52.215,1.61972,https://en.wikipedia.org/wiki/Sizewell_nuclear_power_stations,,
Shut Down,UK,GB-10B,SIZEWELL A-2, GCR,4/1/1966,9/1/1966,12/1/2006,52.215,1.61972,https://en.wikipedia.org/wiki/Sizewell_nuclear_power_stations,,
Shut Down,JAPAN,JP-2,TOKAI-1, GCR,11/1/1965,7/1/1966,3/1/1998,36.466389,140.606667,https://en.wikipedia.org/wiki/T%25C5%258Dkai_Nuclear_Power_Plant,,
Shut Down,USA,US-289,THREE MILE ISLAND-1, PWR,6/1/1974,9/1/1974,9/1/2019,40.153293,-76.72534,https://en.wikipedia.org/wiki/Three_Mile_Island_accident,https://en.wikipedia.org/wiki/Three_Mile_Island_Nuclear_Generating_Station,https://www.nrc.gov/reading-rm/doc-collections/fact-sheets/3mile-isle.html
Shut Down,USA,US-320,THREE MILE ISLAND-2, PWR,4/1/1978,12/1/1978,3/1/1979,40.153293,-76.72534,https://en.wikipedia.org/wiki/Three_Mile_Island_accident,https://en.wikipedia.org/wiki/Three_Mile_Island_Nuclear_Generating_Station,https://www.nrc.gov/reading-rm/doc-collections/fact-sheets/3mile-isle.html
Shut Down,UK,GB-8A,TRAWSFYNYDD-1, GCR,1/1/1965,3/1/1965,2/1/1991,52.9248639,-3.9484389,https://en.wikipedia.org/wiki/Trawsfynydd_nuclear_power_station,,
Shut Down,UK,GB-8B,TRAWSFYNYDD-2, GCR,2/1/1965,3/1/1965,2/1/1991,52.9248639,-3.9484389,https://en.wikipedia.org/wiki/Trawsfynydd_nuclear_power_station,,
Shut Down,JAPAN,JP-3,TSURUGA-1, BWR,11/1/1969,3/1/1970,4/1/2015,35.75194,136.01889,https://en.wikipedia.org/wiki/Tsuruga_Nuclear_Power_Plant,,
Shut Down,SPAIN,ES-3,VANDELLOS-1, GCR,5/1/1972,8/1/1972,7/1/1990,40.951389,0.866667,https://en.wikipedia.org/wiki/Vandell%25C3%25B2s_Nuclear_Power_Plant,,
Shut Down,"KOREA,REP.OF",KR-3,WOLSONG-1, PHWR,12/1/1982,4/1/1983,12/1/2019,35.71667,129.47778,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant,,
Shut Down,UK,GB-13A,WYLFA-1, GCR,1/1/1971,11/1/1971,12/1/2015,53.417,-4.483,https://en.wikipedia.org/wiki/Wylfa_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/WYLFA-1,
Shut Down,UK,GB-13B,WYLFA-2, GCR,7/1/1971,1/1/1972,4/1/2012,53.417,-4.483,https://en.wikipedia.org/wiki/Wylfa_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/WYLFA-1,
Shut Down,USA,US-295,ZION-1, PWR,6/1/1973,12/1/1973,2/1/1998,42.44611,-87.80278,https://en.wikipedia.org/wiki/Zion_Nuclear_Power_Station,,
Shut Down,USA,US-304,ZION-2, PWR,12/1/1973,9/1/1974,2/1/1998,42.446111,-87.802778,https://en.wikipedia.org/wiki/Zion_Nuclear_Power_Station,,
Shut Down,CANADA,CA-2,DOUGLAS POINT, PHWR,1/1/1967,9/1/1968,5/1/1984,44.32667,-81.6,https://en.wikipedia.org/wiki/Douglas_Point_Nuclear_Generating_Station,,
Shut Down,CANADA,CA-1,ROLPHTON NPD, PHWR,6/1/1962,10/1/1962,8/1/1987,46.18667,-77.65778,https://en.wikipedia.org/wiki/Nuclear_Power_Demonstration,,
Shut Down,FRANCE,FR-5,CHOOZ-A (ARDENNES), PWR,4/1/1967,4/1/1967,10/1/1991,50.09,4.78944,https://en.wikipedia.org/wiki/Chooz_Nuclear_Power_Plant,,
Shut Down,FRANCE,FR-6,EL-4 (MONTS D'ARREE), HWGCR,7/1/1967,6/1/1968,7/1/1985,48.3533,-3.8722028,https://en.wikipedia.org/wiki/Brennilis_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/EL-4%2520(MONTS%2520D%27ARREE),
Shut Down,FRANCE,FR-1B,G-2 (MARCOULE), GCR,4/1/1959,4/1/1959,2/1/1980,44.14333,4.70944,https://en.wikipedia.org/wiki/Marcoule_Nuclear_Site,https://www.world-nuclear.org/reactor/default.aspx/G-2%2520(MARCOULE),
Shut Down,FRANCE,FR-1,G-3 (MARCOULE), GCR,4/1/1960,4/1/1960,6/1/1984,44.14333,4.70944,#N/A,,
Shut Down,FRANCE,FR-10,PHENIX, FBR,12/1/1973,7/1/1974,2/1/2010,44.143333,4.711667,https://en.wikipedia.org/wiki/Ph%25C3%25A9nix,https://en.wikipedia.org/wiki/Superph%25C3%25A9nix,
Shut Down,FRANCE,FR-24,SUPER-PHENIX, FBR,1/1/1986,12/1/1986,12/1/1998,45.758333,5.472222,https://en.wikipedia.org/wiki/Superph%25C3%25A9nix,,
Shut Down,GERMANY,DE-4,AVR JUELICH, HTGR,12/1/1967,5/1/1969,12/1/1988,50.90306,6.42111,https://en.wikipedia.org/wiki/AVR_reactor,https://www.world-nuclear.org/reactor/default.aspx/AVR%2520JUELICH,
Shut Down,GERMANY,DE-13,BRUNSBUETTEL, BWR,7/1/1976,2/1/1977,8/1/2011,53.891667,9.201667,https://en.wikipedia.org/wiki/Brunsb%25C3%25BCttel_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-23,GRAFENRHEINFELD, PWR,12/1/1981,6/1/1982,6/1/2015,49.9840861,10.1846694,https://en.wikipedia.org/wiki/Grafenrheinfeld_nuclear_power_plant,,
Shut Down,GERMANY,DE-7,HDR GROSSWELZHEIM, BWR,10/1/1969,8/1/1970,4/1/1971,50.058056,8.986944,https://en.wikipedia.org/wiki/Gro%25C3%259Fwelzheim_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-8,KNK II, FBR,4/1/1978,3/1/1979,8/1/1991,50.0591294,8.9871812,https://en.wikipedia.org/wiki/List_of_power_stations_in_Germany,,
Shut Down,GERMANY,DE-20,KRUEMMEL, BWR,9/1/1983,3/1/1984,8/1/2011,53.41,10.408889,https://en.wikipedia.org/wiki/Kr%25C3%25BCmmel_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-6,LINGEN, BWR,7/1/1968,10/1/1968,1/1/1977,52.48278,7.30694,https://en.wikipedia.org/wiki/Lingen_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/LINGEN,
Shut Down,GERMANY,DE-22,MUELHEIM-KAERLICH, PWR,3/1/1986,8/1/1987,9/1/1988,50.408056,7.49,https://en.wikipedia.org/wiki/M%25C3%25BClheim-K%25C3%25A4rlich_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/MUELHEIM-KAERLICH,
Shut Down,GERMANY,DE-2,MZFR, PHWR,3/1/1966,12/1/1966,5/1/1984,50.0591294,8.9871812,https://en.wikipedia.org/wiki/List_of_power_stations_in_Germany,,
Shut Down,GERMANY,DE-11,NIEDERAICHBACH, HWGCR,1/1/1973,1/1/1973,7/1/1974,48.60472,12.30389,https://en.wikipedia.org/wiki/Niederaichbach_Nuclear_Power_Plant,,
