Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Commercial operation,Shutdown,,,,ARMENIA,BELGIUM,BULGARIA,CANADA,FRANCE,GERMANY,ITALY,JAPAN,KAZAKHSTAN,"KOREA,REP.OF",LITHUANIA,NETHERLANDS,RUSSIA,SLOVAKIA,SPAIN,SWEDEN,SWITZERLAND,UK,UKRAINE,USA,CZECHREP.,SLOVENIA,ROMANIA,INDIA,CHINA,SOUTHAFRICA,HUNGARY,FINLAND,BRAZIL,"IRAN,ISL.REP.",ARGENTINA,PAKISTAN,MEXICO
Operational,USA,US-323,DIABLO CANYON-2,PWR,10/1/1985,3/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-24,FANGJIASHAN-1,PWR,11/1/2014,12/1/2014,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-25,FANGJIASHAN-2,PWR,1/1/2015,2/1/2015,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-1,QINSHAN-1,PWR,12/1/1991,4/1/1994,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-4,QINSHAN 2-1,PWR,2/1/2002,4/1/2002,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-5,QINSHAN 2-2,PWR,3/1/2004,5/1/2004,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-14,QINSHAN 2-3,PWR,8/1/2010,10/1/2010,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-15,QINSHAN 2-4,PWR,11/1/2011,12/1/2011,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-8,QINSHAN 3-1,PHWR,11/1/2002,12/1/2002,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-9,QINSHAN 3-2,PHWR,6/1/2003,7/1/2003,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-30,HAIYANG-1,PWR,8/1/2018,10/1/2018,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-31,HAIYANG-2,PWR,10/1/2018,1/1/2019,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-16,HONGYANHE-1,PWR,2/1/2013,6/1/2013,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-17,HONGYANHE-2,PWR,11/1/2013,5/1/2014,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-26,HONGYANHE-3,PWR,3/1/2015,8/1/2015,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-27,HONGYANHE-4,PWR,4/1/2016,6/1/2016,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-28,SANMEN-1,PWR,6/1/2018,9/1/2018,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-29,SANMEN-2,PWR,8/1/2018,11/1/2018,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-7,HANBIT-1,PWR,3/1/1986,8/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-8,HANBIT-2,PWR,11/1/1986,6/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-11,HANBIT-3,PWR,10/1/1994,3/1/1995,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-12,HANBIT-4,PWR,7/1/1995,1/1/1996,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-17,HANBIT-5,PWR,12/1/2001,5/1/2002,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-18,HANBIT-6,PWR,9/1/2002,12/1/2002,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-2,KORI-2,PWR,4/1/1983,7/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-5,KORI-3,PWR,1/1/1985,9/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-6,KORI-4,PWR,12/1/1985,4/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-21,SHIN-KORI-1,PWR,8/1/2010,2/1/2011,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-22,SHIN-KORI-2,PWR,1/1/2012,7/1/2012,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-25,SHIN-KORI-3,PWR,1/1/2016,12/1/2016,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-26,SHIN-KORI-4,PWR,4/1/2019,8/1/2019,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-9,HANUL-1,PWR,4/1/1988,9/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-10,HANUL-2,PWR,4/1/1989,9/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-13,HANUL-3,PWR,1/1/1998,8/1/1998,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-14,HANUL-4,PWR,12/1/1998,12/1/1999,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-19,HANUL-5,PWR,12/1/2003,7/1/2004,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-20,HANUL-6,PWR,1/1/2005,4/1/2005,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-23,SHIN-WOLSONG-1,PWR,1/1/2012,7/1/2012,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-24,SHIN-WOLSONG-2,PWR,2/1/2015,7/1/2015,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-4,WOLSONG-2,PHWR,4/1/1997,7/1/1997,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-15,WOLSONG-3,PHWR,3/1/1998,7/1/1998,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,"KOREA,REP.OF",KR-16,WOLSONG-4,PHWR,5/1/1999,10/1/1999,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-45,GENKAI-3,PWR,6/1/1993,3/1/1994,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-46,GENKAI-4,PWR,11/1/1996,7/1/1997,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-28,SENDAI-1,PWR,9/1/1983,7/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-37,SENDAI-2,PWR,4/1/1985,11/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-47,IKATA-3,PWR,3/1/1994,12/1/1994,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-41,SHIMANE-2,BWR,7/1/1988,2/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-8,TAKAHAMA-1,PWR,3/1/1974,11/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-13,TAKAHAMA-2,PWR,1/1/1975,11/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-29,TAKAHAMA-3,PWR,5/1/1984,1/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-30,TAKAHAMA-4,PWR,11/1/1984,6/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-14,MIHAMA-3,PWR,2/1/1976,12/1/1976,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-34,TSURUGA-2,PWR,6/1/1986,2/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-48,SHIKA-1,BWR,1/1/1993,7/1/1993,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-59,SHIKA-2,BWR,7/1/2005,3/1/2006,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-36,HAMAOKA-3,BWR,1/1/1987,8/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-49,HAMAOKA-4,BWR,1/1/1993,9/1/1993,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-60,HAMAOKA-5,BWR,4/1/2004,1/1/2005,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-33,KASHIWAZAKI KARIWA-1,BWR,2/1/1985,9/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-39,KASHIWAZAKI KARIWA-2,BWR,2/1/1990,9/1/1990,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-52,KASHIWAZAKI KARIWA-3,BWR,12/1/1992,8/1/1993,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-53,KASHIWAZAKI KARIWA-4,BWR,12/1/1993,8/1/1994,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-40,KASHIWAZAKI KARIWA-5,BWR,9/1/1989,4/1/1990,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-55,KASHIWAZAKI KARIWA-6,BWR,1/1/1996,11/1/1996,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-56,KASHIWAZAKI KARIWA-7,BWR,12/1/1996,7/1/1997,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-43,TOMARI-1,PWR,12/1/1988,6/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-44,TOMARI-2,PWR,8/1/1990,4/1/1991,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-64,TOMARI-3,PWR,3/1/2009,12/1/2009,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-54,ONAGAWA-2,BWR,12/1/1994,7/1/1995,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-57,ONAGAWA-3,BWR,5/1/2001,1/1/2002,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CZECHREP.,CZ-4,DUKOVANY-1,PWR,2/1/1985,5/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CZECHREP.,CZ-5,DUKOVANY-2,PWR,1/1/1986,3/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CZECHREP.,CZ-8,DUKOVANY-3,PWR,11/1/1986,12/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CZECHREP.,CZ-9,DUKOVANY-4,PWR,6/1/1987,7/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWEDEN,SE-12,OSKARSHAMN-3,BWR,3/1/1985,8/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-142,BILIBINO-2,LWGR,12/1/1974,2/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-143,BILIBINO-3,LWGR,12/1/1975,2/1/1976,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-144,BILIBINO-4,LWGR,12/1/1976,1/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SLOVAKIA,SK-13,BOHUNICE-3,PWR,8/1/1984,2/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SLOVAKIA,SK-14,BOHUNICE-4,PWR,8/1/1985,12/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-151,AKADEMIK LOMONOSOV-1,PWR,12/1/2019,5/1/2020,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-152,AKADEMIK LOMONOSOV-2,PWR,12/1/2019,5/1/2020,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWEDEN,SE-9,FORSMARK-1,BWR,6/1/1980,12/1/1980,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWEDEN,SE-11,FORSMARK-2,BWR,1/1/1981,7/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWEDEN,SE-14,FORSMARK-3,BWR,3/1/1985,8/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SOUTHAFRICA,ZA-1,KOEBERG-1,PWR,4/1/1984,7/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SOUTHAFRICA,ZA-2,KOEBERG-2,PWR,7/1/1985,11/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SLOVAKIA,SK-6,MOCHOVCE-1,PWR,7/1/1998,10/1/1998,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SLOVAKIA,SK-7,MOCHOVCE-2,PWR,12/1/1999,4/1/2000,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,HUNGARY,HU-1,PAKS-1,PWR,12/1/1982,8/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,HUNGARY,HU-2,PAKS-2,PWR,9/1/1984,11/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,HUNGARY,HU-3,PAKS-3,PWR,9/1/1986,12/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,HUNGARY,HU-4,PAKS-4,PWR,8/1/1987,11/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-20,GRAVELINES-1,PWR,3/1/1980,11/1/1980,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-21,GRAVELINES-2,PWR,8/1/1980,12/1/1980,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-27,GRAVELINES-3,PWR,12/1/1980,6/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-28,GRAVELINES-4,PWR,6/1/1981,10/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-51,GRAVELINES-5,PWR,8/1/1984,1/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-52,GRAVELINES-6,PWR,8/1/1985,10/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-23A,TORNESS-1,GCR,5/1/1988,5/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-23B,TORNESS-2,GCR,2/1/1989,2/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-22,DAMPIERRE-1,PWR,3/1/1980,9/1/1980,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-29,DAMPIERRE-2,PWR,12/1/1980,2/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-30,DAMPIERRE-3,PWR,1/1/1981,5/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-31,DAMPIERRE-4,PWR,8/1/1981,11/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SPAIN,ES-11,TRILLO-1,PWR,5/1/1988,8/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-54,BELLEVILLE-1,PWR,10/1/1987,6/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-55,BELLEVILLE-2,PWR,7/1/1988,1/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-20A,HEYSHAM A-1,GCR,7/1/1983,4/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-20B,HEYSHAM A-2,GCR,10/1/1984,4/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-22A,HEYSHAM B-1,GCR,7/1/1988,4/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-22B,HEYSHAM B-2,GCR,11/1/1988,4/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FINLAND,FI-3,OLKILUOTO-1,BWR,9/1/1978,10/1/1979,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FINLAND,FI-4,OLKILUOTO-2,BWR,2/1/1980,7/1/1982,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,BULGARIA,BG-5,KOZLODUY-5,PWR,11/1/1987,12/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,BULGARIA,BG-6,KOZLODUY-6,PWR,8/1/1991,12/1/1993,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-27,ROVNO-1,PWR,12/1/1980,9/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-28,ROVNO-2,PWR,12/1/1981,7/1/1982,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-29,ROVNO-3,PWR,12/1/1986,5/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-69,ROVNO-4,PWR,10/1/2004,4/1/2006,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FINLAND,FI-1,LOVIISA-1,PWR,2/1/1977,5/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FINLAND,FI-2,LOVIISA-2,PWR,11/1/1980,1/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-40,KHMELNITSKI-1,PWR,12/1/1987,8/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-41,KHMELNITSKI-2,PWR,8/1/2004,12/1/2005,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-16,LENINGRAD-2,LWGR,7/1/1975,2/1/1976,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-34,LENINGRAD-3,LWGR,12/1/1979,6/1/1980,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-35,LENINGRAD-4,LWGR,2/1/1981,8/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-163,LENINGRAD 2-1,PWR,3/1/2018,10/1/2018,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-16A,HINKLEY POINT B-1,GCR,10/1/1976,10/1/1978,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-16B,HINKLEY POINT B-2,GCR,2/1/1976,9/1/1976,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-58,NOGENT-1,PWR,10/1/1987,2/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-59,NOGENT-2,PWR,12/1/1988,5/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,NETHERLANDS,NL-2,BORSSELE,PWR,7/1/1973,10/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-44,SOUTH UKRAINE-1,PWR,12/1/1982,12/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-45,SOUTH UKRAINE-2,PWR,1/1/1985,4/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-48,SOUTH UKRAINE-3,PWR,9/1/1989,12/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-12,KOLA-1,PWR,6/1/1973,12/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-13,KOLA-2,PWR,12/1/1974,2/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-32,KOLA-3,PWR,3/1/1981,12/1/1982,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-33,KOLA-4,PWR,10/1/1984,12/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-23,SMOLENSK-1,LWGR,12/1/1982,9/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-24,SMOLENSK-2,LWGR,5/1/1985,7/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-67,SMOLENSK-3,LWGR,1/1/1990,10/1/1990,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-54,ZAPOROZHYE-1,PWR,12/1/1984,12/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-56,ZAPOROZHYE-2,PWR,7/1/1985,2/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-78,ZAPOROZHYE-3,PWR,12/1/1986,3/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-79,ZAPOROZHYE-4,PWR,12/1/1987,4/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-126,ZAPOROZHYE-5,PWR,8/1/1989,10/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UKRAINE,UA-127,ZAPOROZHYE-6,PWR,10/1/1995,9/1/1996,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-30,KALININ-1,PWR,5/1/1984,6/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-31,KALININ-2,PWR,12/1/1986,3/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-36,KALININ-3,PWR,12/1/2004,11/1/2005,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-37,KALININ-4,PWR,11/1/2011,12/1/2012,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-17,KURSK-1,LWGR,12/1/1976,10/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,RUSSIA,RU-22,KURSK-2,LWGR,1/1/1979,8/1/1979,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
