Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Commercial operation,Shutdown,,,,ARMENIA,BELGIUM,BULGARIA,CANADA,FRANCE,GERMANY,ITALY,JAPAN,KAZAKHSTAN,"KOREA,REP.OF",LITHUANIA,NETHERLANDS,RUSSIA,SLOVAKIA,SPAIN,SWEDEN,SWITZERLAND,UK,UKRAINE,USA,CZECHREP.,SLOVENIA,ROMANIA,INDIA,CHINA,SOUTHAFRICA,HUNGARY,FINLAND,BRAZIL,"IRAN,ISL.REP.",ARGENTINA,PAKISTAN,MEXICO
Shut Down,SWEDEN,SE-8,BARSEBACK-2, BWR,3/1/1977,7/1/1977,5/1/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,SWEDEN,SE-2,OSKARSHAMN-1, BWR,8/1/1971,2/1/1972,6/1/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,SWEDEN,SE-3,OSKARSHAMN-2, BWR,10/1/1974,1/1/1975,12/1/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,SWEDEN,SE-5,RINGHALS-2, PWR,8/1/1974,5/1/1975,12/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,SWITZERLAND,CH-8,LUCENS, HWGCR,1/1/1968,,1/1/1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,SWITZERLAND,CH-2,MUEHLEBERG, BWR,7/1/1971,11/1/1972,12/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-3A,BERKELEY-1, GCR,6/1/1962,6/1/1962,3/1/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-3B,BERKELEY-2, GCR,6/1/1962,10/1/1962,10/1/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-4A,BRADWELL-1, GCR,7/1/1962,7/1/1962,3/1/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-4B,BRADWELL-2, GCR,7/1/1962,11/1/1962,3/1/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-1A,CALDER HALL-1, GCR,8/1/1956,10/1/1956,3/1/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-1B,CALDER HALL-2, GCR,2/1/1957,2/1/1957,3/1/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-1C,CALDER HALL-3, GCR,3/1/1958,5/1/1958,3/1/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-1D,CALDER HALL-4, GCR,4/1/1959,4/1/1959,3/1/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-2A,CHAPELCROSS-1, GCR,2/1/1959,3/1/1959,6/1/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-2B,CHAPELCROSS-2, GCR,7/1/1959,8/1/1959,6/1/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-2C,CHAPELCROSS-3, GCR,11/1/1959,12/1/1959,6/1/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-2D,CHAPELCROSS-4, GCR,1/1/1960,3/1/1960,6/1/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-14,DOUNREAY DFR, FBR,10/1/1962,10/1/1962,3/1/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-15,DOUNREAY PFR, FBR,1/1/1975,7/1/1976,3/1/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-9A,DUNGENESS A-1, GCR,9/1/1965,10/1/1965,12/1/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-9B,DUNGENESS A-2, GCR,11/1/1965,12/1/1965,12/1/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-7A,HINKLEY POINT A-1, GCR,2/1/1965,3/1/1965,5/1/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-7B,HINKLEY POINT A-2, GCR,3/1/1965,5/1/1965,5/1/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-6A,HUNTERSTON A-1, GCR,2/1/1964,2/1/1964,3/1/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-6B,HUNTERSTON A-2, GCR,6/1/1964,7/1/1964,12/1/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-11A,OLDBURY A-1, GCR,11/1/1967,12/1/1967,2/1/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-11B,OLDBURY A-2, GCR,4/1/1968,9/1/1968,6/1/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-10A,SIZEWELL A-1, GCR,1/1/1966,3/1/1966,12/1/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-10B,SIZEWELL A-2, GCR,4/1/1966,9/1/1966,12/1/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-8A,TRAWSFYNYDD-1, GCR,1/1/1965,3/1/1965,2/1/1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-8B,TRAWSFYNYDD-2, GCR,2/1/1965,3/1/1965,2/1/1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-5,WINDSCALE AGR, GCR,2/1/1963,3/1/1963,4/1/1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-12,WINFRITH SGHWR, SGHWR,12/1/1967,1/1/1968,9/1/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-13A,WYLFA-1, GCR,1/1/1971,11/1/1971,12/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UK,GB-13B,WYLFA-2, GCR,7/1/1971,1/1/1972,4/1/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UKRAINE,UA-25,CHERNOBYL-1, LWGR,9/1/1977,5/1/1978,11/1/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UKRAINE,UA-26,CHERNOBYL-2, LWGR,12/1/1978,5/1/1979,10/1/1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UKRAINE,UA-42,CHERNOBYL-3, LWGR,12/1/1981,6/1/1982,12/1/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,UKRAINE,UA-43,CHERNOBYL-4, LWGR,12/1/1983,3/1/1984,4/1/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-155,BIG ROCK POINT, BWR,12/1/1962,3/1/1963,8/1/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-014,BONUS, BWR,8/1/1964,9/1/1965,6/1/1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-302,CRYSTAL RIVER-3, PWR,1/1/1977,3/1/1977,2/1/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-144,CVTR, PHWR,12/1/1963,12/1/1963,1/1/1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-10,DRESDEN-1, BWR,4/1/1960,7/1/1960,10/1/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-011,ELK RIVER, BWR,8/1/1963,7/1/1964,2/1/1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-16,FERMI-1, FBR,8/1/1966,8/1/1966,11/1/1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-285,FORT CALHOUN-1, PWR,8/1/1973,9/1/1973,10/1/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-267,FORT ST. VRAIN, HTGR,12/1/1976,7/1/1979,8/1/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-018,GE VALLECITOS, BWR,10/1/1957,10/1/1957,12/1/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-213,HADDAM NECK, PWR,8/1/1967,1/1/1968,12/1/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-077,HALLAM, X,9/1/1963,11/1/1963,9/1/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-133,HUMBOLDT BAY, BWR,4/1/1963,8/1/1963,7/1/1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-013,INDIAN POINT-1, PWR,9/1/1962,10/1/1962,10/1/1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-305,KEWAUNEE, PWR,4/1/1974,6/1/1974,5/1/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-409,LACROSSE, BWR,4/1/1968,11/1/1969,4/1/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-309,MAINE YANKEE, PWR,11/1/1972,12/1/1972,8/1/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-245,MILLSTONE-1, BWR,11/1/1970,3/1/1971,7/1/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-219,OYSTER CREEK, BWR,9/1/1969,12/1/1969,9/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-130,PATHFINDER, BWR,7/1/1966,8/1/1966,10/1/1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-171,PEACH BOTTOM-1, HTGR,1/1/1967,6/1/1967,11/1/1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-293,PILGRIM-1, BWR,7/1/1972,12/1/1972,5/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-012,PIQUA, X,7/1/1963,11/1/1963,1/1/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-312,RANCHO SECO-1, PWR,10/1/1974,4/1/1975,6/1/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-206,SAN ONOFRE-1, PWR,7/1/1967,1/1/1968,11/1/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-361,SAN ONOFRE-2, PWR,9/1/1982,8/1/1983,6/1/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-362,SAN ONOFRE-3, PWR,9/1/1983,4/1/1984,6/1/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-146,SAXTON, PWR,3/1/1967,3/1/1967,5/1/1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-001,SHIPPINGPORT, PWR,12/1/1957,5/1/1958,10/1/1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-322,SHOREHAM, BWR,8/1/1986,8/1/1986,5/1/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-289,THREE MILE ISLAND-1, PWR,6/1/1974,9/1/1974,9/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-320,THREE MILE ISLAND-2, PWR,4/1/1978,12/1/1978,3/1/1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-344,TROJAN, PWR,12/1/1975,5/1/1976,11/1/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-271,VERMONT YANKEE, BWR,9/1/1972,11/1/1972,12/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-29,YANKEE NPS, PWR,11/1/1960,7/1/1961,10/1/1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-295,ZION-1, PWR,6/1/1973,12/1/1973,2/1/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shut Down,USA,US-304,ZION-2, PWR,12/1/1973,9/1/1974,2/1/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-346,DAVIS BESSE-1,PWR,8/1/1977,7/1/1978,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SPAIN,ES-8,ASCO-1,PWR,8/1/1983,12/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SPAIN,ES-9,ASCO-2,PWR,10/1/1985,3/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SPAIN,ES-16,VANDELLOS-2,PWR,12/1/1987,3/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWITZERLAND,CH-4,GOESGEN,PWR,2/1/1979,11/1/1979,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CZECHREP.,CZ-23,TEMELIN-1,PWR,12/1/2000,6/1/2002,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CZECHREP.,CZ-24,TEMELIN-2,PWR,12/1/2002,4/1/2003,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SLOVENIA,SI-1,KRSKO,PWR,10/1/1981,1/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,ROMANIA,RO-1,CERNAVODA-1,PHWR,7/1/1996,12/1/1996,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,ROMANIA,RO-2,CERNAVODA-2,PHWR,8/1/2007,11/1/2007,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-25,KUDANKULAM-1,PWR,10/1/2013,12/1/2014,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-50,OHI-3,PWR,6/1/1991,12/1/1991,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-51,OHI-4,PWR,6/1/1992,2/1/1993,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-21,TOKAI-2,BWR,3/1/1978,11/1/1978,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,JAPAN,JP-58,HIGASHI DORI-1 (TOHOKU),BWR,3/1/2005,12/1/2005,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-40,CHINON B-1,PWR,11/1/1982,2/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-41,CHINON B-2,PWR,11/1/1983,8/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-56,CHINON B-3,PWR,10/1/1986,3/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-57,CHINON B-4,PWR,11/1/1987,4/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-36,PALUEL-1,PWR,6/1/1984,12/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-37,PALUEL-2,PWR,9/1/1984,12/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-38,PALUEL-3,PWR,9/1/1985,2/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-39,PALUEL-4,PWR,4/1/1986,6/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-72,CIVAUX-1,PWR,12/1/1997,1/1/2002,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-73,CIVAUX-2,PWR,12/1/1999,4/1/2002,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-32,BLAYAIS-1,PWR,6/1/1981,12/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-33,BLAYAIS-2,PWR,7/1/1982,2/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-34,BLAYAIS-3,PWR,8/1/1983,11/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-35,BLAYAIS-4,PWR,5/1/1983,10/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-61,GOLFECH-1,PWR,6/1/1990,2/1/1991,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-68,GOLFECH-2,PWR,6/1/1993,3/1/1994,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-18A,DUNGENESS B-1,GCR,4/1/1983,4/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-18B,DUNGENESS B-2,GCR,12/1/1985,4/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SPAIN,ES-10,COFRENTES,BWR,10/1/1984,3/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-19A,HARTLEPOOL A-1,GCR,8/1/1983,4/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-19B,HARTLEPOOL A-2,GCR,10/1/1984,4/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-63,PENLY-1,PWR,5/1/1990,12/1/1990,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-64,PENLY-2,PWR,2/1/1992,11/1/1992,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-17,ST. LAURENT B-1,PWR,1/1/1981,8/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-23,ST. LAURENT B-2,PWR,6/1/1981,8/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,UK,GB-24,SIZEWELL B,PWR,2/1/1995,9/1/1995,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-46,FLAMANVILLE-1,PWR,12/1/1985,12/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,FRANCE,FR-47,FLAMANVILLE-2,PWR,7/1/1986,3/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,GERMANY,DE-28,GUNDREMMINGEN-C,BWR,11/1/1984,1/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-38,FANGCHENGGANG-1,PWR,10/1/2015,1/1/2016,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-39,FANGCHENGGANG-2,PWR,7/1/2016,10/1/2016,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-36,CHANGJIANG-1,PWR,11/1/2015,12/1/2015,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-37,CHANGJIANG-2,PWR,6/1/2016,8/1/2016,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-22,YANGJIANG-1,PWR,12/1/2013,3/1/2014,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-23,YANGJIANG-2,PWR,3/1/2015,6/1/2015,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-40,YANGJIANG-3,PWR,10/1/2015,1/1/2016,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-41,YANGJIANG-4,PWR,1/1/2017,3/1/2017,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-47,YANGJIANG-5,PWR,5/1/2018,7/1/2018,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-48,YANGJIANG-6,PWR,6/1/2019,7/1/2019,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-528,PALO VERDE-1,PWR,6/1/1985,1/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-529,PALO VERDE-2,PWR,5/1/1986,9/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-530,PALO VERDE-3,PWR,11/1/1987,1/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-32,TAISHAN-1,PWR,6/1/2018,12/1/2018,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-33,TAISHAN-2,PWR,6/1/2019,,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-2,DAYA BAY-1,PWR,8/1/1993,2/1/1994,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-3,DAYA BAY-2,PWR,2/1/1994,5/1/1994,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-6,LING AO-1,PWR,2/1/2002,5/1/2002,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-7,LING AO-2,PWR,9/1/2002,1/1/2003,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-12,LING AO-3,PWR,7/1/2010,9/1/2010,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-13,LING AO-4,PWR,5/1/2011,8/1/2011,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-84,CEFR,FBR,7/1/2011,,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-397,COLUMBIA,BWR,5/1/1984,12/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-20,FUQING-1,PWR,8/1/2014,11/1/2014,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-21,FUQING-2,PWR,8/1/2015,10/1/2015,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-42,FUQING-3,PWR,9/1/2016,10/1/2016,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-43,FUQING-4,PWR,7/1/2017,9/1/2017,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-10,TIANWAN-1,PWR,5/1/2006,5/1/2007,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-11,TIANWAN-2,PWR,5/1/2007,8/1/2007,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-45,TIANWAN-3,PWR,12/1/2017,2/1/2018,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-46,TIANWAN-4,PWR,10/1/2018,12/1/2018,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWEDEN,SE-4,RINGHALS-1,BWR,10/1/1974,1/1/1976,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWEDEN,SE-7,RINGHALS-3,PWR,9/1/1980,9/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWEDEN,SE-10,RINGHALS-4,PWR,6/1/1982,11/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,GERMANY,DE-31,ISAR-2,PWR,1/1/1988,4/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-18,NINGDE-1,PWR,12/1/2012,4/1/2013,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-19,NINGDE-2,PWR,1/1/2014,5/1/2014,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-34,NINGDE-3,PWR,3/1/2015,6/1/2015,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CHINA,CN-35,NINGDE-4,PWR,3/1/2016,7/1/2016,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-275,DIABLO CANYON-1,PWR,11/1/1984,5/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
