Years,Continent,Countries,Reactor Count
1/1/1981,Europe,LITHUANIA,0
1/1/1982,Europe,LITHUANIA,0
1/1/1983,Europe,LITHUANIA,1
1/1/1984,Europe,LITHUANIA,1
1/1/1985,Europe,LITHUANIA,1
1/1/1986,Europe,LITHUANIA,1
1/1/1987,Europe,LITHUANIA,2
1/1/1988,Europe,LITHUANIA,2
1/1/1989,Europe,LITHUANIA,2
1/1/1990,Europe,LITHUANIA,2
1/1/1991,Europe,LITHUANIA,2
1/1/1992,Europe,LITHUANIA,2
1/1/1993,Europe,LITHUANIA,2
1/1/1994,Europe,LITHUANIA,2
1/1/1995,Europe,LITHUANIA,2
1/1/1996,Europe,LITHUANIA,2
1/1/1997,Europe,LITHUANIA,2
1/1/1998,Europe,LITHUANIA,2
1/1/1999,Europe,LITHUANIA,2
1/1/2000,Europe,LITHUANIA,2
1/1/2001,Europe,LITHUANIA,2
1/1/2002,Europe,LITHUANIA,2
1/1/2003,Europe,LITHUANIA,2
1/1/2004,Europe,LITHUANIA,2
1/1/2005,Europe,LITHUANIA,1
1/1/2006,Europe,LITHUANIA,1
1/1/2007,Europe,LITHUANIA,1
1/1/2008,Europe,LITHUANIA,1
1/1/2009,Europe,LITHUANIA,1
1/1/2010,Europe,LITHUANIA,0
1/1/2011,Europe,LITHUANIA,0
1/1/2012,Europe,LITHUANIA,0
1/1/2013,Europe,LITHUANIA,0
1/1/2014,Europe,LITHUANIA,0
1/1/2015,Europe,LITHUANIA,0
1/1/2016,Europe,LITHUANIA,0
1/1/2017,Europe,LITHUANIA,0
1/1/2018,Europe,LITHUANIA,0
1/1/2019,Europe,LITHUANIA,0
1/1/2020,Europe,LITHUANIA,0
1/1/1954,Europe,NETHERLANDS,0
1/1/1955,Europe,NETHERLANDS,0
1/1/1956,Europe,NETHERLANDS,0
1/1/1957,Europe,NETHERLANDS,0
1/1/1958,Europe,NETHERLANDS,0
1/1/1959,Europe,NETHERLANDS,0
1/1/1960,Europe,NETHERLANDS,0
1/1/1961,Europe,NETHERLANDS,0
1/1/1962,Europe,NETHERLANDS,0
1/1/1963,Europe,NETHERLANDS,0
1/1/1964,Europe,NETHERLANDS,0
1/1/1965,Europe,NETHERLANDS,0
1/1/1966,Europe,NETHERLANDS,0
1/1/1967,Europe,NETHERLANDS,0
1/1/1968,Europe,NETHERLANDS,1
1/1/1969,Europe,NETHERLANDS,1
1/1/1970,Europe,NETHERLANDS,1
1/1/1971,Europe,NETHERLANDS,1
1/1/1972,Europe,NETHERLANDS,1
1/1/1973,Europe,NETHERLANDS,2
1/1/1974,Europe,NETHERLANDS,2
1/1/1975,Europe,NETHERLANDS,2
1/1/1976,Europe,NETHERLANDS,2
1/1/1977,Europe,NETHERLANDS,2
1/1/1978,Europe,NETHERLANDS,2
1/1/1979,Europe,NETHERLANDS,2
1/1/1980,Europe,NETHERLANDS,2
1/1/1981,Europe,NETHERLANDS,2
1/1/1982,Europe,NETHERLANDS,2
1/1/1983,Europe,NETHERLANDS,2
1/1/1984,Europe,NETHERLANDS,2
1/1/1985,Europe,NETHERLANDS,2
1/1/1986,Europe,NETHERLANDS,2
1/1/1987,Europe,NETHERLANDS,2
1/1/1988,Europe,NETHERLANDS,2
1/1/1989,Europe,NETHERLANDS,2
1/1/1990,Europe,NETHERLANDS,2
1/1/1991,Europe,NETHERLANDS,2
1/1/1992,Europe,NETHERLANDS,2
1/1/1993,Europe,NETHERLANDS,2
1/1/1994,Europe,NETHERLANDS,2
1/1/1995,Europe,NETHERLANDS,2
1/1/1996,Europe,NETHERLANDS,2
1/1/1997,Europe,NETHERLANDS,2
1/1/1998,Europe,NETHERLANDS,1
1/1/1999,Europe,NETHERLANDS,1
1/1/2000,Europe,NETHERLANDS,1
1/1/2001,Europe,NETHERLANDS,1
1/1/2002,Europe,NETHERLANDS,1
1/1/2003,Europe,NETHERLANDS,1
1/1/2004,Europe,NETHERLANDS,1
1/1/2005,Europe,NETHERLANDS,1
1/1/2006,Europe,NETHERLANDS,1
1/1/2007,Europe,NETHERLANDS,1
1/1/2008,Europe,NETHERLANDS,1
1/1/2009,Europe,NETHERLANDS,1
1/1/2010,Europe,NETHERLANDS,1
1/1/2011,Europe,NETHERLANDS,1
1/1/2012,Europe,NETHERLANDS,1
1/1/2013,Europe,NETHERLANDS,1
1/1/2014,Europe,NETHERLANDS,1
1/1/2015,Europe,NETHERLANDS,1
1/1/2016,Europe,NETHERLANDS,1
1/1/2017,Europe,NETHERLANDS,1
1/1/2018,Europe,NETHERLANDS,1
1/1/2019,Europe,NETHERLANDS,1
1/1/2020,Europe,NETHERLANDS,1
1/1/1954,Europe,RUSSIA,1
1/1/1955,Europe,RUSSIA,1
1/1/1956,Europe,RUSSIA,1
1/1/1957,Europe,RUSSIA,1
1/1/1958,Europe,RUSSIA,1
1/1/1959,Europe,RUSSIA,1
1/1/1960,Europe,RUSSIA,1
1/1/1961,Europe,RUSSIA,1
1/1/1962,Europe,RUSSIA,1
1/1/1963,Europe,RUSSIA,1
1/1/1964,Europe,RUSSIA,3
1/1/1965,Europe,RUSSIA,3
1/1/1966,Europe,RUSSIA,3
1/1/1967,Europe,RUSSIA,4
1/1/1968,Europe,RUSSIA,4
1/1/1969,Europe,RUSSIA,5
1/1/1970,Europe,RUSSIA,5
1/1/1971,Europe,RUSSIA,6
1/1/1972,Europe,RUSSIA,7
1/1/1973,Europe,RUSSIA,9
1/1/1974,Europe,RUSSIA,12
1/1/1975,Europe,RUSSIA,14
1/1/1976,Europe,RUSSIA,16
1/1/1977,Europe,RUSSIA,16
1/1/1978,Europe,RUSSIA,16
1/1/1979,Europe,RUSSIA,18
1/1/1980,Europe,RUSSIA,20
1/1/1981,Europe,RUSSIA,22
1/1/1982,Europe,RUSSIA,23
1/1/1983,Europe,RUSSIA,23
1/1/1984,Europe,RUSSIA,25
1/1/1985,Europe,RUSSIA,28
1/1/1986,Europe,RUSSIA,29
1/1/1987,Europe,RUSSIA,30
1/1/1988,Europe,RUSSIA,31
1/1/1989,Europe,RUSSIA,30
1/1/1990,Europe,RUSSIA,30
1/1/1991,Europe,RUSSIA,29
1/1/1992,Europe,RUSSIA,29
1/1/1993,Europe,RUSSIA,30
1/1/1994,Europe,RUSSIA,30
1/1/1995,Europe,RUSSIA,30
1/1/1996,Europe,RUSSIA,30
1/1/1997,Europe,RUSSIA,30
1/1/1998,Europe,RUSSIA,30
1/1/1999,Europe,RUSSIA,30
1/1/2000,Europe,RUSSIA,30
1/1/2001,Europe,RUSSIA,31
1/1/2002,Europe,RUSSIA,31
1/1/2003,Europe,RUSSIA,30
1/1/2004,Europe,RUSSIA,31
1/1/2005,Europe,RUSSIA,31
1/1/2006,Europe,RUSSIA,31
1/1/2007,Europe,RUSSIA,31
1/1/2008,Europe,RUSSIA,31
1/1/2009,Europe,RUSSIA,31
1/1/2010,Europe,RUSSIA,32
1/1/2011,Europe,RUSSIA,33
1/1/2012,Europe,RUSSIA,33
1/1/2013,Europe,RUSSIA,33
1/1/2014,Europe,RUSSIA,34
1/1/2015,Europe,RUSSIA,35
1/1/2016,Europe,RUSSIA,36
1/1/2017,Europe,RUSSIA,35
1/1/2018,Europe,RUSSIA,37
1/1/2019,Europe,RUSSIA,38
1/1/2020,Europe,RUSSIA,38
1/1/1954,Europe,SLOVAKIA,0
1/1/1955,Europe,SLOVAKIA,0
1/1/1956,Europe,SLOVAKIA,0
1/1/1957,Europe,SLOVAKIA,0
1/1/1958,Europe,SLOVAKIA,0
1/1/1959,Europe,SLOVAKIA,0
1/1/1960,Europe,SLOVAKIA,0
1/1/1961,Europe,SLOVAKIA,0
1/1/1962,Europe,SLOVAKIA,0
1/1/1963,Europe,SLOVAKIA,0
1/1/1964,Europe,SLOVAKIA,0
1/1/1965,Europe,SLOVAKIA,0
1/1/1966,Europe,SLOVAKIA,0
1/1/1967,Europe,SLOVAKIA,0
1/1/1968,Europe,SLOVAKIA,0
1/1/1969,Europe,SLOVAKIA,0
1/1/1970,Europe,SLOVAKIA,0
1/1/1971,Europe,SLOVAKIA,0
1/1/1972,Europe,SLOVAKIA,1
1/1/1973,Europe,SLOVAKIA,1
1/1/1974,Europe,SLOVAKIA,1
1/1/1975,Europe,SLOVAKIA,1
1/1/1976,Europe,SLOVAKIA,1
1/1/1977,Europe,SLOVAKIA,1
1/1/1978,Europe,SLOVAKIA,1
1/1/1979,Europe,SLOVAKIA,1
1/1/1980,Europe,SLOVAKIA,2
1/1/1981,Europe,SLOVAKIA,2
1/1/1982,Europe,SLOVAKIA,2
1/1/1983,Europe,SLOVAKIA,2
1/1/1984,Europe,SLOVAKIA,3
1/1/1985,Europe,SLOVAKIA,4
1/1/1986,Europe,SLOVAKIA,4
1/1/1987,Europe,SLOVAKIA,4
1/1/1988,Europe,SLOVAKIA,4
1/1/1989,Europe,SLOVAKIA,4
1/1/1990,Europe,SLOVAKIA,4
1/1/1991,Europe,SLOVAKIA,4
1/1/1992,Europe,SLOVAKIA,4
1/1/1993,Europe,SLOVAKIA,4
1/1/1994,Europe,SLOVAKIA,4
1/1/1995,Europe,SLOVAKIA,4
1/1/1996,Europe,SLOVAKIA,4
1/1/1997,Europe,SLOVAKIA,4
1/1/1998,Europe,SLOVAKIA,5
1/1/1999,Europe,SLOVAKIA,6
1/1/2000,Europe,SLOVAKIA,6
1/1/2001,Europe,SLOVAKIA,6
1/1/2002,Europe,SLOVAKIA,6
1/1/2003,Europe,SLOVAKIA,6
1/1/2004,Europe,SLOVAKIA,6
1/1/2005,Europe,SLOVAKIA,6
1/1/2006,Europe,SLOVAKIA,6
1/1/2007,Europe,SLOVAKIA,5
1/1/2008,Europe,SLOVAKIA,5
1/1/2009,Europe,SLOVAKIA,4
1/1/2010,Europe,SLOVAKIA,4
1/1/2011,Europe,SLOVAKIA,4
1/1/2012,Europe,SLOVAKIA,4
1/1/2013,Europe,SLOVAKIA,4
1/1/2014,Europe,SLOVAKIA,4
1/1/2015,Europe,SLOVAKIA,4
1/1/2016,Europe,SLOVAKIA,4
1/1/2017,Europe,SLOVAKIA,4
1/1/2018,Europe,SLOVAKIA,4
1/1/2019,Europe,SLOVAKIA,4
1/1/2020,Europe,SLOVAKIA,4
1/1/1954,Europe,SPAIN,0
1/1/1955,Europe,SPAIN,0
1/1/1956,Europe,SPAIN,0
1/1/1957,Europe,SPAIN,0
1/1/1958,Europe,SPAIN,0
1/1/1959,Europe,SPAIN,0
1/1/1960,Europe,SPAIN,0
1/1/1961,Europe,SPAIN,0
1/1/1962,Europe,SPAIN,0
1/1/1963,Europe,SPAIN,0
1/1/1964,Europe,SPAIN,0
1/1/1965,Europe,SPAIN,0
1/1/1966,Europe,SPAIN,0
1/1/1967,Europe,SPAIN,0
1/1/1968,Europe,SPAIN,1
1/1/1969,Europe,SPAIN,1
1/1/1970,Europe,SPAIN,1
1/1/1971,Europe,SPAIN,2
1/1/1972,Europe,SPAIN,3
1/1/1973,Europe,SPAIN,3
1/1/1974,Europe,SPAIN,3
1/1/1975,Europe,SPAIN,3
1/1/1976,Europe,SPAIN,3
1/1/1977,Europe,SPAIN,3
1/1/1978,Europe,SPAIN,3
1/1/1979,Europe,SPAIN,3
1/1/1980,Europe,SPAIN,3
1/1/1981,Europe,SPAIN,4
1/1/1982,Europe,SPAIN,4
1/1/1983,Europe,SPAIN,6
1/1/1984,Europe,SPAIN,7
1/1/1985,Europe,SPAIN,8
1/1/1986,Europe,SPAIN,8
1/1/1987,Europe,SPAIN,9
1/1/1988,Europe,SPAIN,10
1/1/1989,Europe,SPAIN,10
1/1/1990,Europe,SPAIN,10
1/1/1991,Europe,SPAIN,9
1/1/1992,Europe,SPAIN,9
1/1/1993,Europe,SPAIN,9
1/1/1994,Europe,SPAIN,9
1/1/1995,Europe,SPAIN,9
1/1/1996,Europe,SPAIN,9
1/1/1997,Europe,SPAIN,9
1/1/1998,Europe,SPAIN,9
1/1/1999,Europe,SPAIN,9
1/1/2000,Europe,SPAIN,9
1/1/2001,Europe,SPAIN,9
1/1/2002,Europe,SPAIN,9
1/1/2003,Europe,SPAIN,9
1/1/2004,Europe,SPAIN,9
1/1/2005,Europe,SPAIN,9
1/1/2006,Europe,SPAIN,9
1/1/2007,Europe,SPAIN,8
1/1/2008,Europe,SPAIN,8
1/1/2009,Europe,SPAIN,8
1/1/2010,Europe,SPAIN,8
1/1/2011,Europe,SPAIN,8
1/1/2012,Europe,SPAIN,8
1/1/2013,Europe,SPAIN,8
1/1/2014,Europe,SPAIN,8
1/1/2015,Europe,SPAIN,8
1/1/2016,Europe,SPAIN,8
1/1/2017,Europe,SPAIN,8
1/1/2018,Europe,SPAIN,7
1/1/2019,Europe,SPAIN,7
1/1/2020,Europe,SPAIN,7
1/1/1954,Europe,SWEDEN,0
1/1/1955,Europe,SWEDEN,0
1/1/1956,Europe,SWEDEN,0
1/1/1957,Europe,SWEDEN,0
1/1/1958,Europe,SWEDEN,0
1/1/1959,Europe,SWEDEN,0
1/1/1960,Europe,SWEDEN,0
1/1/1961,Europe,SWEDEN,0
1/1/1962,Europe,SWEDEN,0
1/1/1963,Europe,SWEDEN,0
1/1/1964,Europe,SWEDEN,1
1/1/1965,Europe,SWEDEN,1
1/1/1966,Europe,SWEDEN,1
1/1/1967,Europe,SWEDEN,1
1/1/1968,Europe,SWEDEN,1
1/1/1969,Europe,SWEDEN,1
1/1/1970,Europe,SWEDEN,1
1/1/1971,Europe,SWEDEN,2
1/1/1972,Europe,SWEDEN,2
1/1/1973,Europe,SWEDEN,2
1/1/1974,Europe,SWEDEN,5
1/1/1975,Europe,SWEDEN,5
1/1/1976,Europe,SWEDEN,5
1/1/1977,Europe,SWEDEN,6
1/1/1978,Europe,SWEDEN,6
1/1/1979,Europe,SWEDEN,6
1/1/1980,Europe,SWEDEN,8
1/1/1981,Europe,SWEDEN,9
1/1/1982,Europe,SWEDEN,10
1/1/1983,Europe,SWEDEN,10
1/1/1984,Europe,SWEDEN,10
1/1/1985,Europe,SWEDEN,12
1/1/1986,Europe,SWEDEN,12
1/1/1987,Europe,SWEDEN,12
1/1/1988,Europe,SWEDEN,12
1/1/1989,Europe,SWEDEN,12
1/1/1990,Europe,SWEDEN,12
1/1/1991,Europe,SWEDEN,12
1/1/1992,Europe,SWEDEN,12
1/1/1993,Europe,SWEDEN,12
1/1/1994,Europe,SWEDEN,12
1/1/1995,Europe,SWEDEN,12
1/1/1996,Europe,SWEDEN,12
1/1/1997,Europe,SWEDEN,12
1/1/1998,Europe,SWEDEN,12
1/1/1999,Europe,SWEDEN,12
1/1/2000,Europe,SWEDEN,11
1/1/2001,Europe,SWEDEN,11
1/1/2002,Europe,SWEDEN,11
1/1/2003,Europe,SWEDEN,11
1/1/2004,Europe,SWEDEN,11
1/1/2005,Europe,SWEDEN,11
1/1/2006,Europe,SWEDEN,10
1/1/2007,Europe,SWEDEN,10
1/1/2008,Europe,SWEDEN,10
1/1/2009,Europe,SWEDEN,10
1/1/2010,Europe,SWEDEN,10
1/1/2011,Europe,SWEDEN,10
1/1/2012,Europe,SWEDEN,10
1/1/2013,Europe,SWEDEN,10
1/1/2014,Europe,SWEDEN,10
1/1/2015,Europe,SWEDEN,10
1/1/2016,Europe,SWEDEN,10
1/1/2017,Europe,SWEDEN,9
1/1/2018,Europe,SWEDEN,8
1/1/2019,Europe,SWEDEN,8
1/1/2020,Europe,SWEDEN,7
1/1/1954,Europe,SWITZERLAND,0
1/1/1955,Europe,SWITZERLAND,0
1/1/1956,Europe,SWITZERLAND,0
1/1/1957,Europe,SWITZERLAND,0
1/1/1958,Europe,SWITZERLAND,0
1/1/1959,Europe,SWITZERLAND,0
1/1/1960,Europe,SWITZERLAND,0
1/1/1961,Europe,SWITZERLAND,0
1/1/1962,Europe,SWITZERLAND,0
1/1/1963,Europe,SWITZERLAND,0
1/1/1964,Europe,SWITZERLAND,0
1/1/1965,Europe,SWITZERLAND,0
1/1/1966,Europe,SWITZERLAND,0
1/1/1967,Europe,SWITZERLAND,0
1/1/1968,Europe,SWITZERLAND,1
1/1/1969,Europe,SWITZERLAND,1
1/1/1970,Europe,SWITZERLAND,1
1/1/1971,Europe,SWITZERLAND,3
1/1/1972,Europe,SWITZERLAND,3
1/1/1973,Europe,SWITZERLAND,3
1/1/1974,Europe,SWITZERLAND,3
1/1/1975,Europe,SWITZERLAND,3
1/1/1976,Europe,SWITZERLAND,3
1/1/1977,Europe,SWITZERLAND,3
1/1/1978,Europe,SWITZERLAND,3
1/1/1979,Europe,SWITZERLAND,4
1/1/1980,Europe,SWITZERLAND,4
1/1/1981,Europe,SWITZERLAND,4
1/1/1982,Europe,SWITZERLAND,4
1/1/1983,Europe,SWITZERLAND,4
1/1/1984,Europe,SWITZERLAND,5
1/1/1985,Europe,SWITZERLAND,5
1/1/1986,Europe,SWITZERLAND,5
1/1/1987,Europe,SWITZERLAND,5
1/1/1988,Europe,SWITZERLAND,5
1/1/1989,Europe,SWITZERLAND,5
1/1/1990,Europe,SWITZERLAND,5
1/1/1991,Europe,SWITZERLAND,5
1/1/1992,Europe,SWITZERLAND,5
1/1/1993,Europe,SWITZERLAND,5
1/1/1994,Europe,SWITZERLAND,5
1/1/1995,Europe,SWITZERLAND,5
1/1/1996,Europe,SWITZERLAND,5
1/1/1997,Europe,SWITZERLAND,5
1/1/1998,Europe,SWITZERLAND,5
1/1/1999,Europe,SWITZERLAND,5
1/1/2000,Europe,SWITZERLAND,5
1/1/2001,Europe,SWITZERLAND,5
1/1/2002,Europe,SWITZERLAND,5
1/1/2003,Europe,SWITZERLAND,5
1/1/2004,Europe,SWITZERLAND,5
1/1/2005,Europe,SWITZERLAND,5
1/1/2006,Europe,SWITZERLAND,5
1/1/2007,Europe,SWITZERLAND,5
1/1/2008,Europe,SWITZERLAND,5
1/1/2009,Europe,SWITZERLAND,5
1/1/2010,Europe,SWITZERLAND,5
1/1/2011,Europe,SWITZERLAND,5
1/1/2012,Europe,SWITZERLAND,5
1/1/2013,Europe,SWITZERLAND,5
1/1/2014,Europe,SWITZERLAND,5
1/1/2015,Europe,SWITZERLAND,5
1/1/2016,Europe,SWITZERLAND,5
1/1/2017,Europe,SWITZERLAND,5
1/1/2018,Europe,SWITZERLAND,5
1/1/2019,Europe,SWITZERLAND,5
1/1/2020,Europe,SWITZERLAND,4
1/1/1954,Europe,UK,0
1/1/1955,Europe,UK,0
1/1/1956,Europe,UK,1
1/1/1957,Europe,UK,2
1/1/1958,Europe,UK,3
1/1/1959,Europe,UK,7
1/1/1960,Europe,UK,8
1/1/1961,Europe,UK,8
1/1/1962,Europe,UK,13
1/1/1963,Europe,UK,14
1/1/1964,Europe,UK,16
1/1/1965,Europe,UK,22
1/1/1966,Europe,UK,24
1/1/1967,Europe,UK,26
1/1/1968,Europe,UK,27
1/1/1969,Europe,UK,27
1/1/1970,Europe,UK,27
1/1/1971,Europe,UK,29
1/1/1972,Europe,UK,29
1/1/1973,Europe,UK,29
1/1/1974,Europe,UK,29
1/1/1975,Europe,UK,30
1/1/1976,Europe,UK,33
1/1/1977,Europe,UK,34
1/1/1978,Europe,UK,33
1/1/1979,Europe,UK,33
1/1/1980,Europe,UK,33
1/1/1981,Europe,UK,33
1/1/1982,Europe,UK,32
1/1/1983,Europe,UK,35
1/1/1984,Europe,UK,37
1/1/1985,Europe,UK,38
1/1/1986,Europe,UK,38
1/1/1987,Europe,UK,38
1/1/1988,Europe,UK,41
1/1/1989,Europe,UK,41
1/1/1990,Europe,UK,39
1/1/1991,Europe,UK,37
1/1/1992,Europe,UK,35
1/1/1993,Europe,UK,35
1/1/1994,Europe,UK,35
1/1/1995,Europe,UK,35
1/1/1996,Europe,UK,35
1/1/1997,Europe,UK,35
1/1/1998,Europe,UK,35
1/1/1999,Europe,UK,35
1/1/2000,Europe,UK,35
1/1/2001,Europe,UK,33
1/1/2002,Europe,UK,33
1/1/2003,Europe,UK,31
1/1/2004,Europe,UK,27
1/1/2005,Europe,UK,23
1/1/2006,Europe,UK,23
1/1/2007,Europe,UK,19
1/1/2008,Europe,UK,19
1/1/2009,Europe,UK,19
1/1/2010,Europe,UK,19
1/1/2011,Europe,UK,19
1/1/2012,Europe,UK,18
1/1/2013,Europe,UK,16
1/1/2014,Europe,UK,16
1/1/2015,Europe,UK,16
1/1/2016,Europe,UK,15
1/1/2017,Europe,UK,15
1/1/2018,Europe,UK,15
1/1/2019,Europe,UK,15
1/1/2020,Europe,UK,15
1/1/1954,Europe,UKRAINE,0
1/1/1955,Europe,UKRAINE,0
1/1/1956,Europe,UKRAINE,0
1/1/1957,Europe,UKRAINE,0
1/1/1958,Europe,UKRAINE,0
1/1/1959,Europe,UKRAINE,0
1/1/1960,Europe,UKRAINE,0
1/1/1961,Europe,UKRAINE,0
1/1/1962,Europe,UKRAINE,0
1/1/1963,Europe,UKRAINE,0
1/1/1964,Europe,UKRAINE,0
1/1/1965,Europe,UKRAINE,0
1/1/1966,Europe,UKRAINE,0
1/1/1967,Europe,UKRAINE,0
1/1/1968,Europe,UKRAINE,0
1/1/1969,Europe,UKRAINE,0
1/1/1970,Europe,UKRAINE,0
1/1/1971,Europe,UKRAINE,0
1/1/1972,Europe,UKRAINE,0
1/1/1973,Europe,UKRAINE,0
1/1/1974,Europe,UKRAINE,0
1/1/1975,Europe,UKRAINE,0
1/1/1976,Europe,UKRAINE,0
1/1/1977,Europe,UKRAINE,1
1/1/1978,Europe,UKRAINE,2
1/1/1979,Europe,UKRAINE,2
1/1/1980,Europe,UKRAINE,3
1/1/1981,Europe,UKRAINE,5
1/1/1982,Europe,UKRAINE,6
1/1/1983,Europe,UKRAINE,7
1/1/1984,Europe,UKRAINE,8
1/1/1985,Europe,UKRAINE,10
1/1/1986,Europe,UKRAINE,12
1/1/1987,Europe,UKRAINE,13
1/1/1988,Europe,UKRAINE,13
1/1/1989,Europe,UKRAINE,15
1/1/1990,Europe,UKRAINE,15
1/1/1991,Europe,UKRAINE,15
1/1/1992,Europe,UKRAINE,14
1/1/1993,Europe,UKRAINE,14
1/1/1994,Europe,UKRAINE,14
1/1/1995,Europe,UKRAINE,15
1/1/1996,Europe,UKRAINE,15
1/1/1997,Europe,UKRAINE,14
1/1/1998,Europe,UKRAINE,14
1/1/1999,Europe,UKRAINE,14
1/1/2000,Europe,UKRAINE,14
1/1/2001,Europe,UKRAINE,13
1/1/2002,Europe,UKRAINE,13
1/1/2003,Europe,UKRAINE,13
1/1/2004,Europe,UKRAINE,15
1/1/2005,Europe,UKRAINE,15
1/1/2006,Europe,UKRAINE,15
1/1/2007,Europe,UKRAINE,15
1/1/2008,Europe,UKRAINE,15
1/1/2009,Europe,UKRAINE,15
1/1/2010,Europe,UKRAINE,15
1/1/2011,Europe,UKRAINE,15
1/1/2012,Europe,UKRAINE,15
1/1/2013,Europe,UKRAINE,15
1/1/2014,Europe,UKRAINE,15
1/1/2015,Europe,UKRAINE,15
1/1/2016,Europe,UKRAINE,15
1/1/2017,Europe,UKRAINE,15
1/1/2018,Europe,UKRAINE,15
1/1/2019,Europe,UKRAINE,15
1/1/2020,Europe,UKRAINE,15
1/1/1954,North America,USA,0
1/1/1955,North America,USA,0
1/1/1956,North America,USA,0
1/1/1957,North America,USA,2
1/1/1958,North America,USA,2
1/1/1959,North America,USA,2
1/1/1960,North America,USA,4
1/1/1961,North America,USA,4
1/1/1962,North America,USA,6
1/1/1963,North America,USA,11
1/1/1964,North America,USA,11
1/1/1965,North America,USA,10
1/1/1966,North America,USA,11
1/1/1967,North America,USA,14
1/1/1968,North America,USA,14
1/1/1969,North America,USA,15
1/1/1970,North America,USA,19
1/1/1971,North America,USA,22
1/1/1972,North America,USA,30
1/1/1973,North America,USA,38
1/1/1974,North America,USA,50
1/1/1975,North America,USA,54
1/1/1976,North America,USA,62
1/1/1977,North America,USA,64
1/1/1978,North America,USA,69
1/1/1979,North America,USA,68
1/1/1980,North America,USA,69
1/1/1981,North America,USA,73
1/1/1982,North America,USA,77
1/1/1983,North America,USA,79
1/1/1984,North America,USA,85
1/1/1985,North America,USA,93
1/1/1986,North America,USA,100
1/1/1987,North America,USA,108
1/1/1988,North America,USA,109
1/1/1989,North America,USA,112
1/1/1990,North America,USA,111
1/1/1991,North America,USA,111
1/1/1992,North America,USA,110
1/1/1993,North America,USA,109
1/1/1994,North America,USA,109
1/1/1995,North America,USA,109
1/1/1996,North America,USA,110
1/1/1997,North America,USA,109
1/1/1998,North America,USA,107
1/1/1999,North America,USA,104
1/1/2000,North America,USA,104
1/1/2001,North America,USA,104
1/1/2002,North America,USA,104
1/1/2003,North America,USA,104
1/1/2004,North America,USA,104
1/1/2005,North America,USA,104
1/1/2006,North America,USA,104
1/1/2007,North America,USA,104
1/1/2008,North America,USA,104
1/1/2009,North America,USA,104
1/1/2010,North America,USA,104
1/1/2011,North America,USA,104
1/1/2012,North America,USA,104
1/1/2013,North America,USA,104
1/1/2014,North America,USA,100
1/1/2015,North America,USA,99
1/1/2016,North America,USA,100
1/1/2017,North America,USA,99
1/1/2018,North America,USA,99
1/1/2019,North America,USA,98
1/1/2020,North America,USA,96
1/1/1954,Europe,CZECHIA,0
1/1/1955,Europe,CZECHIA,0
1/1/1956,Europe,CZECHIA,0
1/1/1957,Europe,CZECHIA,0
1/1/1958,Europe,CZECHIA,0
1/1/1959,Europe,CZECHIA,0
1/1/1960,Europe,CZECHIA,0
1/1/1961,Europe,CZECHIA,0
1/1/1962,Europe,CZECHIA,0
1/1/1963,Europe,CZECHIA,0
1/1/1964,Europe,CZECHIA,0
1/1/1965,Europe,CZECHIA,0
1/1/1966,Europe,CZECHIA,0
1/1/1967,Europe,CZECHIA,0
1/1/1968,Europe,CZECHIA,0
1/1/1969,Europe,CZECHIA,0
1/1/1970,Europe,CZECHIA,0
1/1/1971,Europe,CZECHIA,0
1/1/1972,Europe,CZECHIA,0
1/1/1973,Europe,CZECHIA,0
1/1/1974,Europe,CZECHIA,0
1/1/1975,Europe,CZECHIA,0
1/1/1976,Europe,CZECHIA,0
1/1/1977,Europe,CZECHIA,0
1/1/1978,Europe,CZECHIA,0
1/1/1979,Europe,CZECHIA,0
1/1/1980,Europe,CZECHIA,0
1/1/1981,Europe,CZECHIA,0
1/1/1982,Europe,CZECHIA,0
1/1/1983,Europe,CZECHIA,0
1/1/1984,Europe,CZECHIA,0
1/1/1985,Europe,CZECHIA,1
1/1/1986,Europe,CZECHIA,3
1/1/1987,Europe,CZECHIA,4
1/1/1988,Europe,CZECHIA,4
1/1/1989,Europe,CZECHIA,4
1/1/1990,Europe,CZECHIA,4
1/1/1991,Europe,CZECHIA,4
1/1/1992,Europe,CZECHIA,4
1/1/1993,Europe,CZECHIA,4
1/1/1994,Europe,CZECHIA,4
1/1/1995,Europe,CZECHIA,4
1/1/1996,Europe,CZECHIA,4
1/1/1997,Europe,CZECHIA,4
1/1/1998,Europe,CZECHIA,4
1/1/1999,Europe,CZECHIA,4
1/1/2000,Europe,CZECHIA,5
1/1/2001,Europe,CZECHIA,5
1/1/2002,Europe,CZECHIA,6
1/1/2003,Europe,CZECHIA,6
1/1/2004,Europe,CZECHIA,6
1/1/2005,Europe,CZECHIA,6
1/1/2006,Europe,CZECHIA,6
1/1/2007,Europe,CZECHIA,6
1/1/2008,Europe,CZECHIA,6
1/1/2009,Europe,CZECHIA,6
1/1/2010,Europe,CZECHIA,6
1/1/2011,Europe,CZECHIA,6
1/1/2012,Europe,CZECHIA,6
1/1/2013,Europe,CZECHIA,6
1/1/2014,Europe,CZECHIA,6
1/1/2015,Europe,CZECHIA,6
1/1/2016,Europe,CZECHIA,6
1/1/2017,Europe,CZECHIA,6
1/1/2018,Europe,CZECHIA,6
1/1/2019,Europe,CZECHIA,6
1/1/2020,Europe,CZECHIA,6
