Years,Continent,Countries,Reactor Count
1/1/1954,Europe,SLOVENIA,0
1/1/1955,Europe,SLOVENIA,0
1/1/1956,Europe,SLOVENIA,0
1/1/1957,Europe,SLOVENIA,0
1/1/1958,Europe,SLOVENIA,0
1/1/1959,Europe,SLOVENIA,0
1/1/1960,Europe,SLOVENIA,0
1/1/1961,Europe,SLOVENIA,0
1/1/1962,Europe,SLOVENIA,0
1/1/1963,Europe,SLOVENIA,0
1/1/1964,Europe,SLOVENIA,0
1/1/1965,Europe,SLOVENIA,0
1/1/1966,Europe,SLOVENIA,0
1/1/1967,Europe,SLOVENIA,0
1/1/1968,Europe,SLOVENIA,0
1/1/1969,Europe,SLOVENIA,0
1/1/1970,Europe,SLOVENIA,0
1/1/1971,Europe,SLOVENIA,0
1/1/1972,Europe,SLOVENIA,0
1/1/1973,Europe,SLOVENIA,0
1/1/1974,Europe,SLOVENIA,0
1/1/1975,Europe,SLOVENIA,0
1/1/1976,Europe,SLOVENIA,0
1/1/1977,Europe,SLOVENIA,0
1/1/1978,Europe,SLOVENIA,0
1/1/1979,Europe,SLOVENIA,0
1/1/1980,Europe,SLOVENIA,0
1/1/1981,Europe,SLOVENIA,1
1/1/1982,Europe,SLOVENIA,1
1/1/1983,Europe,SLOVENIA,1
1/1/1984,Europe,SLOVENIA,1
1/1/1985,Europe,SLOVENIA,1
1/1/1986,Europe,SLOVENIA,1
1/1/1987,Europe,SLOVENIA,1
1/1/1988,Europe,SLOVENIA,1
1/1/1989,Europe,SLOVENIA,1
1/1/1990,Europe,SLOVENIA,1
1/1/1991,Europe,SLOVENIA,1
1/1/1992,Europe,SLOVENIA,1
1/1/1993,Europe,SLOVENIA,1
1/1/1994,Europe,SLOVENIA,1
1/1/1995,Europe,SLOVENIA,1
1/1/1996,Europe,SLOVENIA,1
1/1/1997,Europe,SLOVENIA,1
1/1/1998,Europe,SLOVENIA,1
1/1/1999,Europe,SLOVENIA,1
1/1/2000,Europe,SLOVENIA,1
1/1/2001,Europe,SLOVENIA,1
1/1/2002,Europe,SLOVENIA,1
1/1/2003,Europe,SLOVENIA,1
1/1/2004,Europe,SLOVENIA,1
1/1/2005,Europe,SLOVENIA,1
1/1/2006,Europe,SLOVENIA,1
1/1/2007,Europe,SLOVENIA,1
1/1/2008,Europe,SLOVENIA,1
1/1/2009,Europe,SLOVENIA,1
1/1/2010,Europe,SLOVENIA,1
1/1/2011,Europe,SLOVENIA,1
1/1/2012,Europe,SLOVENIA,1
1/1/2013,Europe,SLOVENIA,1
1/1/2014,Europe,SLOVENIA,1
1/1/2015,Europe,SLOVENIA,1
1/1/2016,Europe,SLOVENIA,1
1/1/2017,Europe,SLOVENIA,1
1/1/2018,Europe,SLOVENIA,1
1/1/2019,Europe,SLOVENIA,1
1/1/2020,Europe,SLOVENIA,1
1/1/1954,Europe,ROMANIA,0
1/1/1955,Europe,ROMANIA,0
1/1/1956,Europe,ROMANIA,0
1/1/1957,Europe,ROMANIA,0
1/1/1958,Europe,ROMANIA,0
1/1/1959,Europe,ROMANIA,0
1/1/1960,Europe,ROMANIA,0
1/1/1961,Europe,ROMANIA,0
1/1/1962,Europe,ROMANIA,0
1/1/1963,Europe,ROMANIA,0
1/1/1964,Europe,ROMANIA,0
1/1/1965,Europe,ROMANIA,0
1/1/1966,Europe,ROMANIA,0
1/1/1967,Europe,ROMANIA,0
1/1/1968,Europe,ROMANIA,0
1/1/1969,Europe,ROMANIA,0
1/1/1970,Europe,ROMANIA,0
1/1/1971,Europe,ROMANIA,0
1/1/1972,Europe,ROMANIA,0
1/1/1973,Europe,ROMANIA,0
1/1/1974,Europe,ROMANIA,0
1/1/1975,Europe,ROMANIA,0
1/1/1976,Europe,ROMANIA,0
1/1/1977,Europe,ROMANIA,0
1/1/1978,Europe,ROMANIA,0
1/1/1979,Europe,ROMANIA,0
1/1/1980,Europe,ROMANIA,0
1/1/1981,Europe,ROMANIA,0
1/1/1982,Europe,ROMANIA,0
1/1/1983,Europe,ROMANIA,0
1/1/1984,Europe,ROMANIA,0
1/1/1985,Europe,ROMANIA,0
1/1/1986,Europe,ROMANIA,0
1/1/1987,Europe,ROMANIA,0
1/1/1988,Europe,ROMANIA,0
1/1/1989,Europe,ROMANIA,0
1/1/1990,Europe,ROMANIA,0
1/1/1991,Europe,ROMANIA,0
1/1/1992,Europe,ROMANIA,0
1/1/1993,Europe,ROMANIA,0
1/1/1994,Europe,ROMANIA,0
1/1/1995,Europe,ROMANIA,0
1/1/1996,Europe,ROMANIA,1
1/1/1997,Europe,ROMANIA,1
1/1/1998,Europe,ROMANIA,1
1/1/1999,Europe,ROMANIA,1
1/1/2000,Europe,ROMANIA,1
1/1/2001,Europe,ROMANIA,1
1/1/2002,Europe,ROMANIA,1
1/1/2003,Europe,ROMANIA,1
1/1/2004,Europe,ROMANIA,1
1/1/2005,Europe,ROMANIA,1
1/1/2006,Europe,ROMANIA,1
1/1/2007,Europe,ROMANIA,2
1/1/2008,Europe,ROMANIA,2
1/1/2009,Europe,ROMANIA,2
1/1/2010,Europe,ROMANIA,2
1/1/2011,Europe,ROMANIA,2
1/1/2012,Europe,ROMANIA,2
1/1/2013,Europe,ROMANIA,2
1/1/2014,Europe,ROMANIA,2
1/1/2015,Europe,ROMANIA,2
1/1/2016,Europe,ROMANIA,2
1/1/2017,Europe,ROMANIA,2
1/1/2018,Europe,ROMANIA,2
1/1/2019,Europe,ROMANIA,2
1/1/2020,Europe,ROMANIA,2
1/1/1954,Asia,INDIA,0
1/1/1955,Asia,INDIA,0
1/1/1956,Asia,INDIA,0
1/1/1957,Asia,INDIA,0
1/1/1958,Asia,INDIA,0
1/1/1959,Asia,INDIA,0
1/1/1960,Asia,INDIA,0
1/1/1961,Asia,INDIA,0
1/1/1962,Asia,INDIA,0
1/1/1963,Asia,INDIA,0
1/1/1964,Asia,INDIA,0
1/1/1965,Asia,INDIA,0
1/1/1966,Asia,INDIA,0
1/1/1967,Asia,INDIA,0
1/1/1968,Asia,INDIA,0
1/1/1969,Asia,INDIA,2
1/1/1970,Asia,INDIA,2
1/1/1971,Asia,INDIA,2
1/1/1972,Asia,INDIA,3
1/1/1973,Asia,INDIA,3
1/1/1974,Asia,INDIA,3
1/1/1975,Asia,INDIA,3
1/1/1976,Asia,INDIA,3
1/1/1977,Asia,INDIA,3
1/1/1978,Asia,INDIA,3
1/1/1979,Asia,INDIA,3
1/1/1980,Asia,INDIA,4
1/1/1981,Asia,INDIA,4
1/1/1982,Asia,INDIA,4
1/1/1983,Asia,INDIA,5
1/1/1984,Asia,INDIA,5
1/1/1985,Asia,INDIA,6
1/1/1986,Asia,INDIA,6
1/1/1987,Asia,INDIA,6
1/1/1988,Asia,INDIA,6
1/1/1989,Asia,INDIA,7
1/1/1990,Asia,INDIA,7
1/1/1991,Asia,INDIA,7
1/1/1992,Asia,INDIA,9
1/1/1993,Asia,INDIA,9
1/1/1994,Asia,INDIA,9
1/1/1995,Asia,INDIA,10
1/1/1996,Asia,INDIA,10
1/1/1997,Asia,INDIA,10
1/1/1998,Asia,INDIA,10
1/1/1999,Asia,INDIA,11
1/1/2000,Asia,INDIA,14
1/1/2001,Asia,INDIA,14
1/1/2002,Asia,INDIA,14
1/1/2003,Asia,INDIA,14
1/1/2004,Asia,INDIA,14
1/1/2005,Asia,INDIA,15
1/1/2006,Asia,INDIA,16
1/1/2007,Asia,INDIA,17
1/1/2008,Asia,INDIA,17
1/1/2009,Asia,INDIA,18
1/1/2010,Asia,INDIA,19
1/1/2011,Asia,INDIA,20
1/1/2012,Asia,INDIA,20
1/1/2013,Asia,INDIA,21
1/1/2014,Asia,INDIA,21
1/1/2015,Asia,INDIA,21
1/1/2016,Asia,INDIA,22
1/1/2017,Asia,INDIA,22
1/1/2018,Asia,INDIA,22
1/1/2019,Asia,INDIA,22
1/1/2020,Asia,INDIA,22
1/1/1954,Asia,CHINA,0
1/1/1955,Asia,CHINA,0
1/1/1956,Asia,CHINA,0
1/1/1957,Asia,CHINA,0
1/1/1958,Asia,CHINA,0
1/1/1959,Asia,CHINA,0
1/1/1960,Asia,CHINA,0
1/1/1961,Asia,CHINA,0
1/1/1962,Asia,CHINA,0
1/1/1963,Asia,CHINA,0
1/1/1964,Asia,CHINA,0
1/1/1965,Asia,CHINA,0
1/1/1966,Asia,CHINA,0
1/1/1967,Asia,CHINA,0
1/1/1968,Asia,CHINA,0
1/1/1969,Asia,CHINA,0
1/1/1970,Asia,CHINA,0
1/1/1971,Asia,CHINA,0
1/1/1972,Asia,CHINA,0
1/1/1973,Asia,CHINA,0
1/1/1974,Asia,CHINA,0
1/1/1975,Asia,CHINA,0
1/1/1976,Asia,CHINA,0
1/1/1977,Asia,CHINA,0
1/1/1978,Asia,CHINA,0
1/1/1979,Asia,CHINA,0
1/1/1980,Asia,CHINA,0
1/1/1981,Asia,CHINA,0
1/1/1982,Asia,CHINA,0
1/1/1983,Asia,CHINA,0
1/1/1984,Asia,CHINA,0
1/1/1985,Asia,CHINA,0
1/1/1986,Asia,CHINA,0
1/1/1987,Asia,CHINA,0
1/1/1988,Asia,CHINA,0
1/1/1989,Asia,CHINA,0
1/1/1990,Asia,CHINA,0
1/1/1991,Asia,CHINA,1
1/1/1992,Asia,CHINA,1
1/1/1993,Asia,CHINA,2
1/1/1994,Asia,CHINA,3
1/1/1995,Asia,CHINA,3
1/1/1996,Asia,CHINA,3
1/1/1997,Asia,CHINA,3
1/1/1998,Asia,CHINA,3
1/1/1999,Asia,CHINA,3
1/1/2000,Asia,CHINA,3
1/1/2001,Asia,CHINA,3
1/1/2002,Asia,CHINA,7
1/1/2003,Asia,CHINA,8
1/1/2004,Asia,CHINA,9
1/1/2005,Asia,CHINA,9
1/1/2006,Asia,CHINA,10
1/1/2007,Asia,CHINA,11
1/1/2008,Asia,CHINA,11
1/1/2009,Asia,CHINA,11
1/1/2010,Asia,CHINA,13
1/1/2011,Asia,CHINA,16
1/1/2012,Asia,CHINA,17
1/1/2013,Asia,CHINA,20
1/1/2014,Asia,CHINA,23
1/1/2015,Asia,CHINA,31
1/1/2016,Asia,CHINA,36
1/1/2017,Asia,CHINA,39
1/1/2018,Asia,CHINA,46
1/1/2019,Asia,CHINA,48
1/1/2020,Asia,CHINA,48
1/1/1954,Africa,SOUTH AFRICA,0
1/1/1955,Africa,SOUTH AFRICA,0
1/1/1956,Africa,SOUTH AFRICA,0
1/1/1957,Africa,SOUTH AFRICA,0
1/1/1958,Africa,SOUTH AFRICA,0
1/1/1959,Africa,SOUTH AFRICA,0
1/1/1960,Africa,SOUTH AFRICA,0
1/1/1961,Africa,SOUTH AFRICA,0
1/1/1962,Africa,SOUTH AFRICA,0
1/1/1963,Africa,SOUTH AFRICA,0
1/1/1964,Africa,SOUTH AFRICA,0
1/1/1965,Africa,SOUTH AFRICA,0
1/1/1966,Africa,SOUTH AFRICA,0
1/1/1967,Africa,SOUTH AFRICA,0
1/1/1968,Africa,SOUTH AFRICA,0
1/1/1969,Africa,SOUTH AFRICA,0
1/1/1970,Africa,SOUTH AFRICA,0
1/1/1971,Africa,SOUTH AFRICA,0
1/1/1972,Africa,SOUTH AFRICA,0
1/1/1973,Africa,SOUTH AFRICA,0
1/1/1974,Africa,SOUTH AFRICA,0
1/1/1975,Africa,SOUTH AFRICA,0
1/1/1976,Africa,SOUTH AFRICA,0
1/1/1977,Africa,SOUTH AFRICA,0
1/1/1978,Africa,SOUTH AFRICA,0
1/1/1979,Africa,SOUTH AFRICA,0
1/1/1980,Africa,SOUTH AFRICA,0
1/1/1981,Africa,SOUTH AFRICA,0
1/1/1982,Africa,SOUTH AFRICA,0
1/1/1983,Africa,SOUTH AFRICA,0
1/1/1984,Africa,SOUTH AFRICA,1
1/1/1985,Africa,SOUTH AFRICA,2
1/1/1986,Africa,SOUTH AFRICA,2
1/1/1987,Africa,SOUTH AFRICA,2
1/1/1988,Africa,SOUTH AFRICA,2
1/1/1989,Africa,SOUTH AFRICA,2
1/1/1990,Africa,SOUTH AFRICA,2
1/1/1991,Africa,SOUTH AFRICA,2
1/1/1992,Africa,SOUTH AFRICA,2
1/1/1993,Africa,SOUTH AFRICA,2
1/1/1994,Africa,SOUTH AFRICA,2
1/1/1995,Africa,SOUTH AFRICA,2
1/1/1996,Africa,SOUTH AFRICA,2
1/1/1997,Africa,SOUTH AFRICA,2
1/1/1998,Africa,SOUTH AFRICA,2
1/1/1999,Africa,SOUTH AFRICA,2
1/1/2000,Africa,SOUTH AFRICA,2
1/1/2001,Africa,SOUTH AFRICA,2
1/1/2002,Africa,SOUTH AFRICA,2
1/1/2003,Africa,SOUTH AFRICA,2
1/1/2004,Africa,SOUTH AFRICA,2
1/1/2005,Africa,SOUTH AFRICA,2
1/1/2006,Africa,SOUTH AFRICA,2
1/1/2007,Africa,SOUTH AFRICA,2
1/1/2008,Africa,SOUTH AFRICA,2
1/1/2009,Africa,SOUTH AFRICA,2
1/1/2010,Africa,SOUTH AFRICA,2
1/1/2011,Africa,SOUTH AFRICA,2
1/1/2012,Africa,SOUTH AFRICA,2
1/1/2013,Africa,SOUTH AFRICA,2
1/1/2014,Africa,SOUTH AFRICA,2
1/1/2015,Africa,SOUTH AFRICA,2
1/1/2016,Africa,SOUTH AFRICA,2
1/1/2017,Africa,SOUTH AFRICA,2
1/1/2018,Africa,SOUTH AFRICA,2
1/1/2019,Africa,SOUTH AFRICA,2
1/1/2020,Africa,SOUTH AFRICA,2
1/1/1954,Europe,HUNGARY,0
1/1/1955,Europe,HUNGARY,0
1/1/1956,Europe,HUNGARY,0
1/1/1957,Europe,HUNGARY,0
1/1/1958,Europe,HUNGARY,0
1/1/1959,Europe,HUNGARY,0
1/1/1960,Europe,HUNGARY,0
1/1/1961,Europe,HUNGARY,0
1/1/1962,Europe,HUNGARY,0
1/1/1963,Europe,HUNGARY,0
1/1/1964,Europe,HUNGARY,0
1/1/1965,Europe,HUNGARY,0
1/1/1966,Europe,HUNGARY,0
1/1/1967,Europe,HUNGARY,0
1/1/1968,Europe,HUNGARY,0
1/1/1969,Europe,HUNGARY,0
1/1/1970,Europe,HUNGARY,0
1/1/1971,Europe,HUNGARY,0
1/1/1972,Europe,HUNGARY,0
1/1/1973,Europe,HUNGARY,0
1/1/1974,Europe,HUNGARY,0
1/1/1975,Europe,HUNGARY,0
1/1/1976,Europe,HUNGARY,0
1/1/1977,Europe,HUNGARY,0
1/1/1978,Europe,HUNGARY,0
1/1/1979,Europe,HUNGARY,0
1/1/1980,Europe,HUNGARY,0
1/1/1981,Europe,HUNGARY,0
1/1/1982,Europe,HUNGARY,1
1/1/1983,Europe,HUNGARY,1
1/1/1984,Europe,HUNGARY,2
1/1/1985,Europe,HUNGARY,2
1/1/1986,Europe,HUNGARY,3
1/1/1987,Europe,HUNGARY,4
1/1/1988,Europe,HUNGARY,4
1/1/1989,Europe,HUNGARY,4
1/1/1990,Europe,HUNGARY,4
1/1/1991,Europe,HUNGARY,4
1/1/1992,Europe,HUNGARY,4
1/1/1993,Europe,HUNGARY,4
1/1/1994,Europe,HUNGARY,4
1/1/1995,Europe,HUNGARY,4
1/1/1996,Europe,HUNGARY,4
1/1/1997,Europe,HUNGARY,4
1/1/1998,Europe,HUNGARY,4
1/1/1999,Europe,HUNGARY,4
1/1/2000,Europe,HUNGARY,4
1/1/2001,Europe,HUNGARY,4
1/1/2002,Europe,HUNGARY,4
1/1/2003,Europe,HUNGARY,4
1/1/2004,Europe,HUNGARY,4
1/1/2005,Europe,HUNGARY,4
1/1/2006,Europe,HUNGARY,4
1/1/2007,Europe,HUNGARY,4
1/1/2008,Europe,HUNGARY,4
1/1/2009,Europe,HUNGARY,4
1/1/2010,Europe,HUNGARY,4
1/1/2011,Europe,HUNGARY,4
1/1/2012,Europe,HUNGARY,4
1/1/2013,Europe,HUNGARY,4
1/1/2014,Europe,HUNGARY,4
1/1/2015,Europe,HUNGARY,4
1/1/2016,Europe,HUNGARY,4
1/1/2017,Europe,HUNGARY,4
1/1/2018,Europe,HUNGARY,4
1/1/2019,Europe,HUNGARY,4
1/1/2020,Europe,HUNGARY,4
1/1/1954,Europe,FINLAND,0
1/1/1955,Europe,FINLAND,0
1/1/1956,Europe,FINLAND,0
1/1/1957,Europe,FINLAND,0
1/1/1958,Europe,FINLAND,0
1/1/1959,Europe,FINLAND,0
1/1/1960,Europe,FINLAND,0
1/1/1961,Europe,FINLAND,0
1/1/1962,Europe,FINLAND,0
1/1/1963,Europe,FINLAND,0
1/1/1964,Europe,FINLAND,0
1/1/1965,Europe,FINLAND,0
1/1/1966,Europe,FINLAND,0
1/1/1967,Europe,FINLAND,0
1/1/1968,Europe,FINLAND,0
1/1/1969,Europe,FINLAND,0
1/1/1970,Europe,FINLAND,0
1/1/1971,Europe,FINLAND,0
1/1/1972,Europe,FINLAND,0
1/1/1973,Europe,FINLAND,0
1/1/1974,Europe,FINLAND,0
1/1/1975,Europe,FINLAND,0
1/1/1976,Europe,FINLAND,0
1/1/1977,Europe,FINLAND,1
1/1/1978,Europe,FINLAND,2
1/1/1979,Europe,FINLAND,2
1/1/1980,Europe,FINLAND,4
1/1/1981,Europe,FINLAND,4
1/1/1982,Europe,FINLAND,4
1/1/1983,Europe,FINLAND,4
1/1/1984,Europe,FINLAND,4
1/1/1985,Europe,FINLAND,4
1/1/1986,Europe,FINLAND,4
1/1/1987,Europe,FINLAND,4
1/1/1988,Europe,FINLAND,4
1/1/1989,Europe,FINLAND,4
1/1/1990,Europe,FINLAND,4
1/1/1991,Europe,FINLAND,4
1/1/1992,Europe,FINLAND,4
1/1/1993,Europe,FINLAND,4
1/1/1994,Europe,FINLAND,4
1/1/1995,Europe,FINLAND,4
1/1/1996,Europe,FINLAND,4
1/1/1997,Europe,FINLAND,4
1/1/1998,Europe,FINLAND,4
1/1/1999,Europe,FINLAND,4
1/1/2000,Europe,FINLAND,4
1/1/2001,Europe,FINLAND,4
1/1/2002,Europe,FINLAND,4
1/1/2003,Europe,FINLAND,4
1/1/2004,Europe,FINLAND,4
1/1/2005,Europe,FINLAND,4
1/1/2006,Europe,FINLAND,4
1/1/2007,Europe,FINLAND,4
1/1/2008,Europe,FINLAND,4
1/1/2009,Europe,FINLAND,4
1/1/2010,Europe,FINLAND,4
1/1/2011,Europe,FINLAND,4
1/1/2012,Europe,FINLAND,4
1/1/2013,Europe,FINLAND,4
1/1/2014,Europe,FINLAND,4
1/1/2015,Europe,FINLAND,4
1/1/2016,Europe,FINLAND,4
1/1/2017,Europe,FINLAND,4
1/1/2018,Europe,FINLAND,4
1/1/2019,Europe,FINLAND,4
1/1/2020,Europe,FINLAND,4
1/1/1954,South America,BRAZIL,0
1/1/1955,South America,BRAZIL,0
1/1/1956,South America,BRAZIL,0
1/1/1957,South America,BRAZIL,0
1/1/1958,South America,BRAZIL,0
1/1/1959,South America,BRAZIL,0
1/1/1960,South America,BRAZIL,0
1/1/1961,South America,BRAZIL,0
1/1/1962,South America,BRAZIL,0
1/1/1963,South America,BRAZIL,0
1/1/1964,South America,BRAZIL,0
1/1/1965,South America,BRAZIL,0
1/1/1966,South America,BRAZIL,0
1/1/1967,South America,BRAZIL,0
1/1/1968,South America,BRAZIL,0
1/1/1969,South America,BRAZIL,0
1/1/1970,South America,BRAZIL,0
1/1/1971,South America,BRAZIL,0
1/1/1972,South America,BRAZIL,0
1/1/1973,South America,BRAZIL,0
1/1/1974,South America,BRAZIL,0
1/1/1975,South America,BRAZIL,0
1/1/1976,South America,BRAZIL,0
1/1/1977,South America,BRAZIL,0
1/1/1978,South America,BRAZIL,0
1/1/1979,South America,BRAZIL,0
1/1/1980,South America,BRAZIL,0
1/1/1981,South America,BRAZIL,0
1/1/1982,South America,BRAZIL,1
1/1/1983,South America,BRAZIL,1
1/1/1984,South America,BRAZIL,1
1/1/1985,South America,BRAZIL,1
1/1/1986,South America,BRAZIL,1
1/1/1987,South America,BRAZIL,1
1/1/1988,South America,BRAZIL,1
1/1/1989,South America,BRAZIL,1
1/1/1990,South America,BRAZIL,1
1/1/1991,South America,BRAZIL,1
1/1/1992,South America,BRAZIL,1
1/1/1993,South America,BRAZIL,1
1/1/1994,South America,BRAZIL,1
1/1/1995,South America,BRAZIL,1
1/1/1996,South America,BRAZIL,1
1/1/1997,South America,BRAZIL,1
1/1/1998,South America,BRAZIL,1
1/1/1999,South America,BRAZIL,1
1/1/2000,South America,BRAZIL,2
1/1/2001,South America,BRAZIL,2
1/1/2002,South America,BRAZIL,2
1/1/2003,South America,BRAZIL,2
1/1/2004,South America,BRAZIL,2
1/1/2005,South America,BRAZIL,2
1/1/2006,South America,BRAZIL,2
1/1/2007,South America,BRAZIL,2
1/1/2008,South America,BRAZIL,2
1/1/2009,South America,BRAZIL,2
1/1/2010,South America,BRAZIL,2
1/1/2011,South America,BRAZIL,2
1/1/2012,South America,BRAZIL,2
1/1/2013,South America,BRAZIL,2
1/1/2014,South America,BRAZIL,2
1/1/2015,South America,BRAZIL,2
1/1/2016,South America,BRAZIL,2
1/1/2017,South America,BRAZIL,2
1/1/2018,South America,BRAZIL,2
1/1/2019,South America,BRAZIL,2
1/1/2020,South America,BRAZIL,2
1/1/1954,Asia,IRAN,0
1/1/1955,Asia,IRAN,0
1/1/1956,Asia,IRAN,0
1/1/1957,Asia,IRAN,0
1/1/1958,Asia,IRAN,0
1/1/1959,Asia,IRAN,0
1/1/1960,Asia,IRAN,0
1/1/1961,Asia,IRAN,0
1/1/1962,Asia,IRAN,0
1/1/1963,Asia,IRAN,0
1/1/1964,Asia,IRAN,0
1/1/1965,Asia,IRAN,0
1/1/1966,Asia,IRAN,0
1/1/1967,Asia,IRAN,0
1/1/1968,Asia,IRAN,0
1/1/1969,Asia,IRAN,0
1/1/1970,Asia,IRAN,0
1/1/1971,Asia,IRAN,0
1/1/1972,Asia,IRAN,0
1/1/1973,Asia,IRAN,0
1/1/1974,Asia,IRAN,0
1/1/1975,Asia,IRAN,0
1/1/1976,Asia,IRAN,0
1/1/1977,Asia,IRAN,0
1/1/1978,Asia,IRAN,0
1/1/1979,Asia,IRAN,0
1/1/1980,Asia,IRAN,0
1/1/1981,Asia,IRAN,0
1/1/1982,Asia,IRAN,0
1/1/1983,Asia,IRAN,0
1/1/1984,Asia,IRAN,0
1/1/1985,Asia,IRAN,0
1/1/1986,Asia,IRAN,0
1/1/1987,Asia,IRAN,0
1/1/1988,Asia,IRAN,0
1/1/1989,Asia,IRAN,0
1/1/1990,Asia,IRAN,0
1/1/1991,Asia,IRAN,0
1/1/1992,Asia,IRAN,0
1/1/1993,Asia,IRAN,0
1/1/1994,Asia,IRAN,0
1/1/1995,Asia,IRAN,0
1/1/1996,Asia,IRAN,0
1/1/1997,Asia,IRAN,0
1/1/1998,Asia,IRAN,0
1/1/1999,Asia,IRAN,0
1/1/2000,Asia,IRAN,0
1/1/2001,Asia,IRAN,0
1/1/2002,Asia,IRAN,0
1/1/2003,Asia,IRAN,0
1/1/2004,Asia,IRAN,0
1/1/2005,Asia,IRAN,0
1/1/2006,Asia,IRAN,0
1/1/2007,Asia,IRAN,0
1/1/2008,Asia,IRAN,0
1/1/2009,Asia,IRAN,0
1/1/2010,Asia,IRAN,0
1/1/2011,Asia,IRAN,1
1/1/2012,Asia,IRAN,1
1/1/2013,Asia,IRAN,1
1/1/2014,Asia,IRAN,1
1/1/2015,Asia,IRAN,1
1/1/2016,Asia,IRAN,1
1/1/2017,Asia,IRAN,1
1/1/2018,Asia,IRAN,1
1/1/2019,Asia,IRAN,1
1/1/2020,Asia,IRAN,1
1/1/1954,South America,ARGENTINA,0
1/1/1955,South America,ARGENTINA,0
1/1/1956,South America,ARGENTINA,0
1/1/1957,South America,ARGENTINA,0
1/1/1958,South America,ARGENTINA,0
1/1/1959,South America,ARGENTINA,0
1/1/1960,South America,ARGENTINA,0
1/1/1961,South America,ARGENTINA,0
1/1/1962,South America,ARGENTINA,0
1/1/1963,South America,ARGENTINA,0
1/1/1964,South America,ARGENTINA,0
1/1/1965,South America,ARGENTINA,0
1/1/1966,South America,ARGENTINA,0
1/1/1967,South America,ARGENTINA,0
1/1/1968,South America,ARGENTINA,0
1/1/1969,South America,ARGENTINA,0
1/1/1970,South America,ARGENTINA,0
1/1/1971,South America,ARGENTINA,0
1/1/1972,South America,ARGENTINA,0
1/1/1973,South America,ARGENTINA,0
1/1/1974,South America,ARGENTINA,1
1/1/1975,South America,ARGENTINA,1
1/1/1976,South America,ARGENTINA,1
1/1/1977,South America,ARGENTINA,1
1/1/1978,South America,ARGENTINA,1
1/1/1979,South America,ARGENTINA,1
1/1/1980,South America,ARGENTINA,1
1/1/1981,South America,ARGENTINA,1
1/1/1982,South America,ARGENTINA,1
1/1/1983,South America,ARGENTINA,2
1/1/1984,South America,ARGENTINA,2
1/1/1985,South America,ARGENTINA,2
1/1/1986,South America,ARGENTINA,2
1/1/1987,South America,ARGENTINA,2
1/1/1988,South America,ARGENTINA,2
1/1/1989,South America,ARGENTINA,2
1/1/1990,South America,ARGENTINA,2
1/1/1991,South America,ARGENTINA,2
1/1/1992,South America,ARGENTINA,2
1/1/1993,South America,ARGENTINA,2
1/1/1994,South America,ARGENTINA,2
1/1/1995,South America,ARGENTINA,2
1/1/1996,South America,ARGENTINA,2
1/1/1997,South America,ARGENTINA,2
1/1/1998,South America,ARGENTINA,2
1/1/1999,South America,ARGENTINA,2
1/1/2000,South America,ARGENTINA,2
1/1/2001,South America,ARGENTINA,2
1/1/2002,South America,ARGENTINA,2
1/1/2003,South America,ARGENTINA,2
1/1/2004,South America,ARGENTINA,2
1/1/2005,South America,ARGENTINA,2
1/1/2006,South America,ARGENTINA,2
1/1/2007,South America,ARGENTINA,2
1/1/2008,South America,ARGENTINA,2
1/1/2009,South America,ARGENTINA,2
1/1/2010,South America,ARGENTINA,2
1/1/2011,South America,ARGENTINA,2
1/1/2012,South America,ARGENTINA,2
1/1/2013,South America,ARGENTINA,2
1/1/2014,South America,ARGENTINA,3
1/1/2015,South America,ARGENTINA,3
1/1/2016,South America,ARGENTINA,3
1/1/2017,South America,ARGENTINA,3
1/1/2018,South America,ARGENTINA,3
1/1/2019,South America,ARGENTINA,3
1/1/2020,South America,ARGENTINA,3
1/1/1954,Asia,PAKISTAN,0
1/1/1955,Asia,PAKISTAN,0
1/1/1956,Asia,PAKISTAN,0
1/1/1957,Asia,PAKISTAN,0
1/1/1958,Asia,PAKISTAN,0
1/1/1959,Asia,PAKISTAN,0
1/1/1960,Asia,PAKISTAN,0
1/1/1961,Asia,PAKISTAN,0
1/1/1962,Asia,PAKISTAN,0
1/1/1963,Asia,PAKISTAN,0
1/1/1964,Asia,PAKISTAN,0
1/1/1965,Asia,PAKISTAN,0
1/1/1966,Asia,PAKISTAN,0
1/1/1967,Asia,PAKISTAN,0
1/1/1968,Asia,PAKISTAN,0
1/1/1969,Asia,PAKISTAN,0
1/1/1970,Asia,PAKISTAN,0
1/1/1971,Asia,PAKISTAN,1
1/1/1972,Asia,PAKISTAN,1
1/1/1973,Asia,PAKISTAN,1
1/1/1974,Asia,PAKISTAN,1
1/1/1975,Asia,PAKISTAN,1
1/1/1976,Asia,PAKISTAN,1
1/1/1977,Asia,PAKISTAN,1
1/1/1978,Asia,PAKISTAN,1
1/1/1979,Asia,PAKISTAN,1
1/1/1980,Asia,PAKISTAN,1
1/1/1981,Asia,PAKISTAN,1
1/1/1982,Asia,PAKISTAN,1
1/1/1983,Asia,PAKISTAN,1
1/1/1984,Asia,PAKISTAN,1
1/1/1985,Asia,PAKISTAN,1
1/1/1986,Asia,PAKISTAN,1
1/1/1987,Asia,PAKISTAN,1
1/1/1988,Asia,PAKISTAN,1
1/1/1989,Asia,PAKISTAN,1
1/1/1990,Asia,PAKISTAN,1
